,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,ナース評価値,最大連勤違反,最小連勤違反,最小連休違反,週末最大違反,休暇希望違反,最大勤務数違反,最大勤務時間違反, 最小勤務時間違反,禁止勤務パターン数,ONリクエスト,OFFリクエスト
31,0,0,5,5,5,5,5,5,0,0,0,0,5,5,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,5,5,0,0,0,0,5,5,5,0,0,0,5,5,5,0,0,0,5,5,0,0,0,5,5,0,0,0,5,5,5,0,0,0,0,5,5,0,0,0,5,5,0,0,19,0,0,0,0,0,0,0,0,0,9,10,
32,2,2,4,5,5,0,0,3,4,5,5,0,3,4,5,5,0,0,0,4,5,5,5,5,5,5,5,5,5,0,0,0,4,5,5,2,3,3,4,5,5,5,5,0,3,3,3,5,5,2,3,3,3,5,5,5,5,5,3,3,3,4,5,5,3,4,4,5,5,3,3,4,5,5,3,3,4,5,5,2,2,3,5,5,14,0,0,0,0,0,0,0,0,0,14,0,
33,5,1,1,4,5,5,5,5,5,5,5,4,4,4,4,5,5,0,0,1,5,5,4,4,4,4,5,5,5,1,1,2,1,5,5,1,2,2,5,5,0,0,0,1,5,5,2,1,2,5,5,0,0,1,5,5,5,5,0,2,2,5,5,1,1,2,5,5,4,4,4,5,5,0,0,0,0,5,5,2,2,2,5,5,12,0,0,0,0,0,0,0,0,0,12,0,
34,5,2,2,5,5,5,5,5,0,0,0,0,2,5,5,5,5,5,5,5,1,1,1,5,5,5,0,0,1,2,5,5,5,5,5,5,5,5,5,5,2,2,5,5,5,5,0,0,0,5,5,0,0,5,5,0,2,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,1,1,1,1,5,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,0,1,0,
35,5,5,5,5,5,5,5,5,5,5,5,5,1,1,3,5,5,5,5,3,3,5,5,5,5,3,3,5,5,0,0,0,0,0,5,5,5,5,5,5,0,0,5,5,0,0,5,5,0,1,3,3,3,5,5,5,5,5,5,5,5,0,0,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,1,3,5,5,5,21,0,0,0,0,0,0,0,0,0,21,0,
36,5,5,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,0,0,5,5,0,0,1,5,5,5,5,0,1,5,5,5,5,5,1,1,5,5,5,5,5,0,4,5,5,5,5,5,0,0,5,5,5,5,5,1,1,1,1,1,5,5,5,5,5,5,5,5,0,4,4,5,5,5,5,5,5,5,7,0,0,0,0,0,0,0,0,0,7,0,
37,5,5,3,3,3,3,3,5,5,5,5,5,0,0,1,5,5,5,5,5,5,5,5,5,5,5,3,3,3,5,5,5,3,3,4,5,5,5,5,0,3,5,5,0,1,5,5,2,4,5,5,5,5,5,5,5,5,5,5,5,5,0,3,5,5,5,5,5,5,5,5,5,0,2,5,5,3,3,3,3,3,5,5,5,33,0,0,0,0,0,0,0,0,0,33,0,
38,5,5,5,5,5,0,1,5,5,5,5,5,5,0,0,2,2,2,5,5,5,5,0,0,0,5,5,5,5,5,1,1,5,5,0,0,5,5,5,5,0,0,5,5,5,5,2,1,5,5,0,1,5,5,5,5,0,1,5,5,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,2,2,2,2,5,5,5,5,5,10,0,0,0,0,0,0,0,0,0,10,0,
39,5,5,5,0,0,0,1,5,5,0,0,0,0,0,5,5,5,5,5,2,1,5,5,5,5,0,2,2,5,5,5,1,2,5,5,0,1,5,5,5,1,2,5,5,5,5,5,0,0,5,5,5,5,5,5,0,1,5,5,5,5,5,5,5,5,5,5,5,0,0,5,5,5,5,5,5,5,5,5,5,5,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,
人数違反,1,0,6,0,3,800,800,5,200,4,4,5,800,800,4,0,1,1,4,200,200,1,0,1,2,1,100,300,0,0,0,4,0,700,1200,1,7,5,5,2,700,700,1,1,2,3,4,400,0,4,2,1,1,2,0,0,1,0,1,3,3,200,500,3,1,0,3,1,200,100,3,1,0,100,3,200,200,3,0,2,0,5,0,1,
Eの勤務人数,9,8,7,8,7,6,4,10,7,9,9,7,6,7,10,8,8,7,7,8,7,7,7,7,7,7,5,7,7,8,9,7,8,6,4,9,8,9,7,9,8,7,7,7,7,8,7,6,5,4,6,7,8,5,4,7,7,5,8,9,8,6,6,7,8,7,8,6,7,6,8,8,7,6,7,6,6,8,7,6,5,7,7,6,
d1の勤務人数,7,6,6,5,9,4,4,5,5,5,3,6,4,4,6,3,6,4,3,3,4,4,6,4,5,5,3,3,6,5,4,6,4,4,3,6,7,5,6,4,4,4,4,4,5,5,4,4,4,9,5,5,4,6,4,2,4,5,4,4,6,3,3,6,4,5,4,5,3,4,4,4,4,4,6,4,4,4,4,5,4,7,6,5,
d2の勤務人数,2,4,3,2,3,1,3,3,2,2,3,1,2,1,3,2,2,4,4,2,2,2,3,2,2,2,2,1,1,2,2,2,3,1,4,2,3,4,2,3,2,2,2,3,2,2,3,2,1,2,3,2,3,2,1,2,3,2,2,2,2,2,2,2,3,4,3,2,2,2,1,3,1,4,2,2,2,4,4,2,4,3,2,3,
Lの勤務人数,7,8,7,7,7,5,6,7,6,6,8,8,2,3,7,6,7,7,8,6,5,7,7,8,5,6,7,5,8,7,5,7,9,4,5,7,7,6,9,8,3,1,5,5,7,6,7,7,6,6,6,7,7,7,5,7,8,5,7,7,8,6,6,6,7,6,6,6,5,5,9,7,7,4,6,6,6,4,7,6,8,7,8,6,
Nの勤務人数,1,2,3,3,2,0,1,1,4,3,1,3,1,2,2,2,3,1,1,2,2,1,4,3,3,4,1,1,4,2,3,3,3,0,1,2,2,2,1,1,1,2,2,3,3,3,5,2,3,2,3,3,1,2,2,2,2,1,2,2,2,2,2,2,2,4,3,2,1,1,1,2,4,1,2,2,2,2,2,2,1,1,2,2,
Eの必要人数,8,8,6,8,7,7,7,6,7,7,6,6,7,9,9,8,7,7,6,8,8,7,7,7,7,7,5,7,7,8,9,6,8,7,8,9,8,6,7,9,8,7,6,7,7,8,7,7,5,4,6,7,8,5,4,7,7,5,7,8,7,7,9,6,8,7,8,5,7,6,6,8,7,6,7,7,7,7,7,6,5,7,7,6,
d1の必要人数,7,6,5,5,7,5,6,4,5,4,3,4,4,4,4,3,6,3,3,3,4,4,6,3,4,5,3,3,6,5,4,4,4,4,5,5,3,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,3,4,4,2,3,5,4,3,4,4,3,4,3,5,2,5,3,4,3,4,4,4,4,4,4,4,4,4,4,3,6,4,
d2の必要人数,2,4,2,2,2,1,3,3,3,2,2,1,3,1,2,2,2,4,1,3,2,1,3,2,1,1,2,1,1,2,2,1,3,3,4,2,1,3,2,1,2,2,2,3,2,2,2,2,1,2,3,1,3,2,1,2,3,2,2,1,2,2,2,2,3,4,2,2,2,2,1,2,1,4,2,2,2,2,4,1,4,2,2,3,
Lの必要人数,7,8,5,7,7,7,6,7,7,6,8,7,7,7,7,6,7,7,8,7,6,7,7,8,5,6,7,7,8,7,5,7,9,7,9,7,7,6,6,8,9,7,5,5,7,6,7,9,6,6,6,7,7,7,5,7,8,5,7,7,8,6,8,6,7,6,6,6,6,6,9,7,7,5,6,7,7,4,7,6,8,7,8,6,
Nの必要人数,1,2,2,3,2,4,4,1,4,2,1,2,2,4,2,2,3,1,1,2,2,1,4,3,3,4,2,2,4,2,3,3,3,1,3,2,1,2,1,1,2,3,2,2,2,1,2,2,3,2,2,3,1,2,2,2,2,1,2,2,2,2,2,2,2,4,3,2,2,1,1,2,4,1,1,2,2,2,2,2,1,1,2,2,
