回数,計算時間,評価値,最大連勤違反,最小連勤違反,最小連休違反,週末最大違反,休暇希望違反,最大勤務数違反,最大勤務時間違反, 最小勤務時間違反,禁止勤務パターン数,ONリクエスト,OFFリクエスト,人数違反
0,146.219000,10814,0,0,0,0,0,0,0,0,0,173,8,10633,
0,146.461000,10814,0,0,0,0,0,0,0,0,0,173,8,10633,
0,146.704000,10814,0,0,0,0,0,0,0,0,0,173,8,10633,
0,146.947000,10814,0,0,0,0,0,0,0,0,0,173,8,10633,
0,147.200000,10814,0,0,0,0,0,0,0,0,0,173,8,10633,
0,147.441000,10511,0,0,0,0,0,0,0,0,0,177,4,10330,
0,147.684000,10509,0,0,0,0,0,0,0,0,0,175,4,10330,
0,147.925000,10509,0,0,0,0,0,0,0,0,0,175,4,10330,
0,148.170000,10509,0,0,0,0,0,0,0,0,0,175,4,10330,
0,148.419000,10509,0,0,0,0,0,0,0,0,0,175,4,10330,
0,148.664000,10509,0,0,0,0,0,0,0,0,0,175,4,10330,
0,148.906000,10509,0,0,0,0,0,0,0,0,0,175,4,10330,
0,149.151000,10509,0,0,0,0,0,0,0,0,0,175,4,10330,
0,149.392000,10509,0,0,0,0,0,0,0,0,0,175,4,10330,
0,149.645000,10509,0,0,0,0,0,0,0,0,0,175,4,10330,
0,149.887000,10509,0,0,0,0,0,0,0,0,0,175,4,10330,
0,150.132000,10509,0,0,0,0,0,0,0,0,0,175,4,10330,
0,150.373000,10509,0,0,0,0,0,0,0,0,0,175,4,10330,
0,150.617000,10509,0,0,0,0,0,0,0,0,0,175,4,10330,
0,150.867000,10509,0,0,0,0,0,0,0,0,0,175,4,10330,
0,151.110000,10509,0,0,0,0,0,0,0,0,0,175,4,10330,
0,151.352000,10509,0,0,0,0,0,0,0,0,0,175,4,10330,
0,151.596000,10509,0,0,0,0,0,0,0,0,0,175,4,10330,
0,151.838000,10509,0,0,0,0,0,0,0,0,0,175,4,10330,
0,152.091000,10509,0,0,0,0,0,0,0,0,0,175,4,10330,
0,152.334000,10509,0,0,0,0,0,0,0,0,0,175,4,10330,
0,152.577000,10508,0,0,0,0,0,0,0,0,0,174,4,10330,
0,152.819000,10506,0,0,0,0,0,0,0,0,0,172,4,10330,
0,153.063000,10506,0,0,0,0,0,0,0,0,0,172,4,10330,
0,153.314000,10506,0,0,0,0,0,0,0,0,0,172,4,10330,
0,153.557000,10506,0,0,0,0,0,0,0,0,0,172,4,10330,
0,153.802000,10506,0,0,0,0,0,0,0,0,0,172,4,10330,
0,154.045000,10506,0,0,0,0,0,0,0,0,0,172,4,10330,
0,154.290000,10506,0,0,0,0,0,0,0,0,0,172,4,10330,
0,154.538000,10506,0,0,0,0,0,0,0,0,0,172,4,10330,
0,154.785000,10506,0,0,0,0,0,0,0,0,0,172,4,10330,
0,155.027000,10506,0,0,0,0,0,0,0,0,0,172,4,10330,
0,155.271000,10506,0,0,0,0,0,0,0,0,0,172,4,10330,
0,155.513000,10506,0,0,0,0,0,0,0,0,0,172,4,10330,
0,155.768000,10506,0,0,0,0,0,0,0,0,0,172,4,10330,
0,156.012000,10506,0,0,0,0,0,0,0,0,0,172,4,10330,
0,156.257000,10506,0,0,0,0,0,0,0,0,0,172,4,10330,
0,156.499000,10506,0,0,0,0,0,0,0,0,0,172,4,10330,
0,156.743000,10506,0,0,0,0,0,0,0,0,0,172,4,10330,
0,156.992000,10506,0,0,0,0,0,0,0,0,0,172,4,10330,
0,157.238000,10506,0,0,0,0,0,0,0,0,0,172,4,10330,
0,157.241000,10506,0,0,0,0,0,0,0,0,0,172,4,10330,
0,157.260000,10506,0,0,0,0,0,0,0,0,0,172,4,10330,
0,157.267000,10506,0,0,0,0,0,0,0,0,0,172,4,10330,
0,157.269000,10506,0,0,0,0,0,0,0,0,0,172,4,10330,
