,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,ナース評価値,最大連勤違反,最小連勤違反,最小連休違反,週末最大違反,休暇希望違反,最大勤務数違反,最大勤務時間違反, 最小勤務時間違反,禁止勤務パターン数,ONリクエスト,OFFリクエスト
K,2,3,3,6,6,2,2,2,2,2,6,6,6,6,3,3,6,6,3,2,3,2,6,6,2,2,4,4,4,6,6,1,0,4,5,4,6,6,2,3,3,2,2,6,6,0,3,6,6,2,2,3,5,5,6,6,3,3,2,3,2,6,6,1,1,1,1,1,6,6,5,5,4,5,4,6,6,2,2,4,4,4,6,6,0,0,0,2,5,6,6,1,3,6,6,1,1,1,1,5,6,6,2,3,3,3,2,6,6,1,3,3,2,4,6,6,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,2,3,2,6,6,1,1,1,1,6,6,2,3,3,6,6,2,2,2,6,6,1,1,1,2,3,6,6,0,2,2,4,6,6,6,2,4,6,6,1,2,2,3,6,6,3,3,3,3,4,0,0,0,0,0,0,0,0,0,4,0,6,20,40,28,13,8,55200,
L,1,3,3,3,5,6,6,1,3,3,3,3,6,6,6,1,0,1,1,1,6,6,1,3,3,3,6,6,1,1,1,1,1,6,6,3,3,3,6,6,3,3,5,5,5,6,6,3,5,5,5,5,6,6,3,3,3,3,3,6,6,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,6,6,3,3,3,3,6,6,3,3,3,3,6,6,1,0,0,3,3,6,6,3,3,3,6,6,3,3,3,3,5,6,6,0,3,3,3,3,6,6,0,1,0,0,0,6,6,3,3,5,6,6,3,5,5,5,5,6,6,3,3,3,3,6,6,0,1,0,6,6,3,3,3,5,5,6,6,0,3,3,6,6,3,3,3,3,3,6,6,5,5,5,5,5,6,6,2,0,0,0,0,0,0,0,0,0,2,0,11,15,0,68,0,21,55200,
M,5,5,4,4,4,6,6,6,0,0,0,0,0,6,6,0,0,0,4,6,6,4,4,4,4,4,6,6,4,4,5,6,6,5,4,5,4,6,6,0,0,0,5,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,4,4,4,6,6,0,0,0,4,6,6,6,0,0,0,0,0,6,6,5,4,4,4,4,6,6,0,5,4,4,5,6,6,5,4,4,4,5,6,6,0,4,6,6,0,5,5,4,5,6,6,4,4,5,5,5,6,6,0,0,5,5,5,6,6,6,0,0,0,5,4,6,6,0,0,0,0,5,6,6,5,5,5,5,5,6,6,5,5,4,5,5,6,6,4,5,5,6,6,4,4,4,4,4,6,6,6,0,4,4,4,6,6,0,0,6,6,4,5,5,5,4,6,6,6,0,0,0,0,0,0,0,0,0,6,0,36,0,0,0,43,36,55200,
N,0,1,1,4,4,6,6,0,2,2,2,5,6,6,1,1,1,1,1,6,6,6,0,0,0,4,6,6,2,2,2,2,2,6,6,6,4,4,5,5,5,6,6,1,0,1,2,2,6,6,0,1,1,1,6,6,0,2,2,2,2,6,6,2,2,5,5,4,6,6,2,2,6,6,6,6,6,2,4,5,6,6,0,0,0,2,2,6,6,4,4,4,4,4,6,6,2,2,6,6,2,2,2,6,6,2,2,2,6,6,1,1,5,5,5,6,6,2,2,2,2,6,6,0,4,5,5,4,6,6,6,6,6,6,6,6,6,6,2,2,2,5,6,6,5,5,5,5,5,6,6,0,0,1,2,2,6,6,0,0,0,0,6,6,2,2,6,6,0,0,0,0,2,6,6,4,5,6,6,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,25,15,41,0,15,19,55200,
O,2,2,2,2,6,6,3,4,6,6,6,6,1,0,2,4,6,6,3,3,2,2,3,6,6,1,2,3,3,5,6,6,3,5,4,4,4,6,6,6,6,1,2,3,3,6,6,3,2,2,2,2,6,6,6,6,6,6,0,2,2,2,3,6,6,3,3,3,3,3,6,6,2,3,3,6,6,1,2,3,2,2,6,6,3,3,2,3,3,6,6,5,5,5,5,5,6,6,0,1,1,1,1,6,6,1,0,1,1,0,6,6,6,6,0,0,0,0,0,6,6,2,5,4,6,6,3,3,3,2,3,6,6,6,6,3,3,3,6,6,1,2,4,4,4,6,6,6,6,1,2,3,2,3,6,6,6,1,4,6,6,0,0,3,3,3,6,6,1,2,3,6,6,0,0,0,2,3,6,6,3,3,6,0,0,0,0,0,0,0,0,0,6,0,15,15,28,39,10,8,55200,
P,3,2,6,6,1,0,1,0,3,6,6,2,2,2,2,2,6,6,1,2,2,2,6,6,2,3,3,2,2,6,6,3,2,2,2,2,6,6,3,2,2,2,6,6,0,2,3,6,6,0,0,3,3,2,6,6,2,2,3,2,3,6,6,6,6,2,2,2,6,6,2,2,2,2,2,6,6,0,2,3,5,5,6,6,2,2,3,2,3,6,6,1,3,2,2,2,6,6,2,3,3,3,2,6,6,3,3,2,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,0,3,3,6,6,3,2,5,6,6,3,2,2,6,6,2,2,3,2,3,6,6,1,1,1,1,1,6,6,2,3,2,6,6,0,0,6,6,6,6,3,3,2,2,2,6,6,3,2,3,3,5,6,6,3,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,9,9,56,37,0,4,55200,
Q,6,2,2,3,3,6,6,0,0,0,0,0,6,6,3,2,2,2,5,6,6,5,5,6,6,2,3,3,6,6,1,1,5,6,6,1,1,1,1,3,6,6,2,2,2,6,6,0,2,2,6,6,5,5,5,5,5,6,6,1,2,3,2,6,6,2,3,3,6,6,3,3,2,3,2,6,6,3,3,3,3,3,6,6,2,2,2,2,2,6,6,3,3,3,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,0,0,2,2,6,6,3,2,2,2,6,6,2,3,3,2,6,6,0,2,3,6,6,1,0,3,2,2,6,6,1,2,2,6,6,2,3,3,3,2,6,6,1,1,3,2,6,6,2,2,2,2,2,6,6,2,2,3,2,6,6,1,0,1,0,0,6,6,3,3,3,2,5,0,0,0,0,0,0,0,0,0,5,0,13,14,46,33,0,9,55200,
R,4,6,6,2,2,2,2,6,6,1,4,4,4,4,6,6,4,4,4,6,6,2,2,4,6,6,2,2,2,2,2,6,6,0,0,2,2,2,6,6,2,2,4,4,4,6,6,1,0,0,1,1,6,6,2,2,2,4,4,6,6,1,2,2,4,4,6,6,2,2,4,6,6,0,2,2,2,4,6,6,2,2,4,4,4,6,6,4,4,6,6,0,0,0,0,0,6,6,1,4,4,4,4,6,6,0,2,2,2,6,6,6,6,0,2,2,2,6,6,1,0,6,6,1,1,1,2,6,6,6,6,6,6,6,2,2,2,2,6,6,0,2,4,4,4,6,6,1,0,1,1,1,6,6,6,6,2,2,2,6,6,2,2,2,2,2,6,6,2,2,4,6,6,6,6,6,6,2,2,2,2,2,7,0,0,0,0,0,0,0,0,0,7,0,15,14,55,0,31,0,55200,
S,0,0,0,0,0,6,6,6,3,5,4,4,6,6,3,3,6,6,3,3,3,3,3,6,6,6,6,6,6,3,3,5,5,6,6,3,3,3,3,4,6,6,0,0,0,0,0,6,6,5,4,4,6,6,3,3,3,3,3,6,6,4,4,4,4,6,6,0,3,3,3,3,6,6,3,3,3,3,6,6,0,0,6,6,3,3,3,3,5,6,6,0,0,6,6,3,3,3,4,5,6,6,3,3,3,4,6,6,6,0,0,3,3,3,6,6,5,5,6,6,6,6,6,6,6,6,3,5,5,5,5,6,6,0,0,0,0,0,6,6,3,5,5,5,5,6,6,0,0,4,5,6,6,6,0,0,3,6,6,3,3,3,4,6,6,3,3,3,6,6,0,0,0,0,0,6,6,0,0,3,5,4,6,0,0,0,0,0,0,0,0,0,6,0,33,0,0,50,14,18,55200,
T,2,6,6,3,3,3,3,3,6,6,1,1,6,6,1,1,1,1,1,6,6,1,1,1,6,6,1,1,1,1,1,6,6,1,1,1,1,1,6,6,2,3,3,3,6,6,3,2,2,3,3,6,6,3,3,2,3,6,6,6,6,6,6,6,6,6,1,3,6,6,1,1,1,2,3,6,6,3,3,2,3,3,6,6,1,1,1,3,3,6,6,3,2,2,2,2,6,6,2,2,2,2,3,6,6,1,2,2,2,3,6,6,2,2,3,2,3,6,6,3,2,3,2,2,6,6,6,3,2,3,2,3,6,6,2,2,2,3,3,6,6,6,6,6,6,6,6,6,2,2,6,6,3,2,2,3,3,6,6,3,3,3,3,3,6,6,1,2,3,2,2,6,6,1,1,1,1,1,6,6,3,3,22,0,0,0,0,0,0,0,0,0,22,0,0,34,36,45,0,0,55200,
U,0,1,0,6,6,1,1,1,5,5,5,6,6,6,6,1,0,0,0,0,0,6,6,5,5,5,6,6,0,1,0,1,1,6,6,1,0,0,0,0,6,6,6,1,0,1,1,1,1,6,6,1,1,1,1,1,1,6,6,0,1,6,6,5,5,6,6,1,5,5,5,5,5,6,6,0,0,1,0,0,6,6,0,1,1,1,0,5,6,6,6,6,1,1,1,1,1,1,6,6,1,0,0,0,0,1,6,6,0,0,6,6,6,6,6,1,1,1,1,6,6,0,0,0,6,6,0,0,0,5,5,5,6,6,1,1,1,0,6,6,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,6,6,1,1,1,1,1,5,6,6,1,1,5,5,6,6,0,1,0,0,1,5,6,4,0,0,0,0,0,0,0,0,0,4,0,37,50,0,0,0,28,55200,
V,2,2,2,3,2,6,6,5,5,5,5,5,6,6,6,3,3,2,2,2,2,6,6,2,2,3,3,3,6,6,3,3,3,3,3,3,6,6,2,2,2,2,6,6,2,3,3,3,3,3,6,6,3,3,6,6,6,6,2,3,5,5,5,5,6,6,3,2,2,2,2,2,6,6,3,5,5,5,5,5,6,6,6,6,3,3,3,5,5,6,6,2,3,2,6,6,6,6,3,3,3,2,3,6,6,6,2,2,2,3,2,2,6,6,2,2,2,2,6,6,6,6,6,6,6,6,6,6,3,2,2,2,2,6,6,5,5,5,5,5,6,6,3,2,2,2,2,6,6,6,2,2,6,6,5,5,5,5,6,6,6,3,2,3,3,2,6,6,6,2,2,5,5,6,6,2,3,2,3,3,6,6,3,0,0,0,0,0,0,0,0,0,3,0,0,0,49,39,0,27,55200,
W,0,1,0,1,1,6,6,1,1,0,1,5,6,6,0,1,1,5,5,6,6,0,1,0,1,1,6,6,0,0,0,5,4,6,6,1,0,0,0,0,6,6,4,4,5,6,6,5,4,5,4,4,4,6,6,6,4,5,6,6,6,6,6,5,4,4,4,4,4,6,6,1,1,1,0,6,6,0,4,6,6,5,5,5,5,5,5,6,6,1,0,1,5,6,6,4,5,4,4,5,4,6,6,1,0,1,1,0,6,6,0,1,1,1,1,6,6,1,1,4,6,6,0,4,5,4,4,6,6,4,5,4,4,6,6,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,6,6,1,1,1,1,1,0,6,6,0,0,0,0,0,4,6,6,6,0,0,5,5,5,6,6,6,0,0,0,0,0,0,0,0,0,6,0,33,33,0,0,26,23,55200,
X,5,5,5,5,5,6,6,2,3,2,3,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,6,6,0,4,6,6,6,0,2,2,6,6,6,6,3,2,3,3,3,6,6,2,3,2,2,3,6,6,6,3,3,2,3,2,2,6,6,3,3,4,5,4,6,6,2,2,2,2,2,6,6,3,3,3,3,2,5,6,6,2,2,6,6,0,3,2,2,4,6,6,6,2,2,2,3,2,3,6,6,0,3,3,2,2,6,6,2,2,2,6,6,2,2,3,2,3,6,6,3,3,3,3,3,6,6,6,3,2,2,2,2,2,6,6,6,6,3,3,3,3,3,3,6,6,3,2,2,6,6,0,0,0,0,0,2,6,6,0,3,2,3,2,6,6,6,2,2,2,2,2,2,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,16,0,49,39,4,7,55200,
Y,3,3,6,6,3,3,3,3,3,6,6,3,3,3,5,6,6,3,3,3,3,3,3,6,6,3,3,3,5,5,5,6,6,3,3,3,3,3,3,6,6,6,3,3,3,3,3,5,6,6,6,6,6,6,6,6,6,6,3,5,5,6,6,6,6,6,3,5,5,5,5,5,6,6,6,6,6,6,5,5,5,6,6,6,5,5,5,5,5,6,6,3,3,3,3,3,6,6,3,3,3,5,5,6,6,6,5,5,5,5,5,5,6,6,6,3,3,3,3,3,3,6,6,3,5,5,5,5,5,6,6,3,3,3,3,3,3,6,6,6,6,3,5,5,5,6,6,3,3,3,3,5,6,6,3,3,3,3,3,6,6,5,5,5,5,5,6,6,5,5,6,6,3,3,3,3,3,6,6,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,44,55200,
Z,1,0,2,3,4,6,6,0,1,1,1,0,6,6,1,2,2,4,4,6,6,3,2,4,4,4,6,6,3,2,2,3,2,6,6,6,0,0,0,0,6,6,6,3,2,2,3,6,6,0,0,0,0,0,6,6,2,4,4,6,6,4,4,4,6,6,2,2,4,4,4,4,6,6,0,3,2,6,6,0,1,1,2,2,6,6,3,3,2,2,2,4,6,6,2,2,6,6,2,3,2,3,6,6,1,1,1,1,1,4,6,6,6,1,3,3,3,3,3,6,6,3,2,2,3,3,2,6,6,2,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,6,6,1,2,2,4,6,6,0,0,0,0,0,3,6,6,3,4,4,4,6,6,0,2,3,2,6,6,3,3,2,6,6,1,0,0,0,0,0,0,0,0,0,1,0,20,18,31,24,22,0,55200,
AA,4,6,6,1,1,4,5,5,5,6,6,1,3,3,3,4,5,6,6,3,3,3,3,3,3,6,6,6,3,3,4,4,5,6,6,6,6,6,6,0,3,3,6,6,3,5,5,5,5,6,6,3,3,4,6,6,0,0,0,3,3,6,6,3,4,6,6,6,3,3,3,3,3,3,6,6,6,6,6,6,1,0,3,3,6,6,1,3,4,6,6,0,1,3,3,3,6,6,0,0,1,6,6,3,5,5,4,4,5,6,6,6,3,3,3,6,6,1,0,0,1,0,3,6,6,6,6,6,6,1,1,1,1,4,6,6,4,4,4,4,6,6,3,3,3,5,5,6,6,0,0,0,0,0,6,6,0,0,0,6,6,3,4,4,5,5,6,6,3,5,5,5,4,6,6,0,0,0,0,0,6,6,4,0,0,0,0,0,0,0,0,0,4,0,24,13,0,41,18,19,55200,
AB,5,4,5,5,5,6,6,0,0,2,2,4,6,6,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,2,2,2,2,2,6,6,0,0,0,0,4,6,6,2,2,2,2,6,6,2,2,2,2,2,6,6,0,0,0,0,0,6,6,4,4,4,6,6,2,2,2,5,5,6,6,4,4,6,6,6,0,0,4,5,6,6,0,2,2,6,6,5,4,4,4,5,6,6,0,2,2,2,2,6,6,4,4,4,6,6,2,2,5,5,5,6,6,0,0,2,2,4,6,6,2,2,2,2,2,6,6,0,0,0,6,6,2,2,4,4,4,5,6,6,6,0,0,2,5,4,6,6,6,2,2,2,2,2,2,6,6,0,0,2,4,4,6,6,2,2,2,2,2,4,0,0,0,0,0,0,0,0,0,1,3,25,0,54,0,22,14,55200,
AC,0,3,2,3,2,6,6,5,5,5,5,5,6,6,1,0,0,0,6,6,6,2,3,6,6,1,1,3,3,3,6,6,6,2,2,3,2,3,2,6,6,6,6,2,2,2,2,6,6,3,2,2,2,2,2,6,6,1,3,3,3,6,6,1,0,3,6,6,2,3,2,3,5,5,6,6,6,6,3,3,2,2,2,3,6,6,2,2,3,2,3,6,6,6,3,2,3,3,3,3,6,6,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,3,3,3,6,6,1,2,2,6,6,3,5,5,5,5,6,6,6,1,1,2,2,3,3,6,6,1,1,1,1,1,1,6,6,0,0,0,2,6,6,2,3,3,6,6,0,3,2,2,6,6,6,6,2,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,9,17,43,35,0,11,55200,
AD,6,3,3,2,4,4,4,6,6,3,2,2,3,2,4,6,6,3,3,6,6,3,3,2,2,6,6,2,2,2,2,2,4,6,6,3,3,3,3,3,6,6,6,6,6,1,2,6,6,6,4,4,4,4,4,4,6,6,3,3,3,3,3,3,6,6,2,3,6,6,3,2,3,6,6,4,4,4,4,4,4,6,6,6,1,1,1,1,1,6,6,1,2,3,2,3,6,6,3,2,3,3,2,6,6,1,3,3,6,6,3,3,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,6,6,1,1,1,3,3,2,6,6,1,3,2,2,2,6,6,2,4,4,4,6,6,2,2,3,2,2,3,6,6,3,3,6,6,2,3,2,2,3,6,6,6,1,1,1,1,1,3,3,0,0,0,0,0,0,0,0,0,3,0,0,18,36,41,20,0,55200,
AE,1,6,6,2,2,2,2,2,2,6,6,1,3,3,6,6,6,6,6,3,2,2,2,3,6,6,4,4,4,4,4,6,6,2,2,3,2,2,3,6,6,6,2,3,2,3,3,6,6,2,3,3,3,3,6,6,3,3,6,6,6,1,1,1,3,3,5,6,6,6,3,2,3,3,3,6,6,2,3,2,3,2,6,6,2,2,3,6,6,3,2,3,2,2,4,6,6,6,3,2,2,3,4,6,6,6,2,3,3,2,4,5,6,6,3,3,3,3,3,2,6,6,4,4,6,6,4,5,5,4,5,6,6,6,6,6,6,6,6,6,3,3,6,6,2,5,4,4,5,5,6,6,3,3,3,3,3,3,6,6,6,2,2,6,6,4,5,5,5,4,5,6,6,3,3,3,3,4,4,6,6,6,2,0,0,0,0,0,0,0,0,0,2,0,0,5,33,47,18,12,55200,
AF,0,0,1,0,2,6,6,6,0,2,2,3,2,2,6,6,3,3,2,6,6,3,2,6,6,6,6,6,6,0,3,2,3,6,6,6,3,2,2,2,3,2,6,6,3,4,4,6,6,6,0,0,0,0,6,6,6,2,3,3,2,2,3,6,6,0,0,0,0,0,0,6,6,0,0,0,0,3,3,6,6,1,2,2,2,6,6,2,2,6,6,6,0,0,0,0,0,0,6,6,3,2,4,6,6,0,0,2,6,6,3,4,6,6,4,4,4,4,4,4,6,6,0,3,2,2,6,6,3,3,3,2,2,2,6,6,3,3,6,6,3,2,2,3,2,3,6,6,6,6,0,0,0,0,3,6,6,6,6,6,6,1,1,2,2,3,6,6,0,1,1,1,1,6,6,0,3,2,3,2,6,6,1,0,0,0,0,0,0,0,0,0,1,0,34,8,34,29,10,0,55200,
