回数,計算時間,評価値,最大連勤違反,最小連勤違反,最小連休違反,週末最大違反,休暇希望違反,最大勤務数違反,最大勤務時間違反, 最小勤務時間違反,禁止勤務パターン数,ONリクエスト,OFFリクエスト,人数違反
0,0.594000,1416,0,0,0,0,0,0,0,0,0,16,0,1400,
0,0.604000,1416,0,0,0,0,0,0,0,0,0,16,0,1400,
0,0.616000,1416,0,0,0,0,0,0,0,0,0,16,0,1400,
0,0.628000,1416,0,0,0,0,0,0,0,0,0,16,0,1400,
0,0.639000,1416,0,0,0,0,0,0,0,0,0,16,0,1400,
0,0.651000,1416,0,0,0,0,0,0,0,0,0,16,0,1400,
0,0.663000,1416,0,0,0,0,0,0,0,0,0,16,0,1400,
0,0.674000,1416,0,0,0,0,0,0,0,0,0,16,0,1400,
0,0.686000,1416,0,0,0,0,0,0,0,0,0,16,0,1400,
0,0.697000,1416,0,0,0,0,0,0,0,0,0,16,0,1400,
0,0.708000,1416,0,0,0,0,0,0,0,0,0,16,0,1400,
0,0.719000,1416,0,0,0,0,0,0,0,0,0,16,0,1400,
0,0.730000,1416,0,0,0,0,0,0,0,0,0,16,0,1400,
0,0.742000,1416,0,0,0,0,0,0,0,0,0,16,0,1400,
0,0.753000,1416,0,0,0,0,0,0,0,0,0,16,0,1400,
0,0.764000,1416,0,0,0,0,0,0,0,0,0,16,0,1400,
0,0.776000,1416,0,0,0,0,0,0,0,0,0,16,0,1400,
0,0.787000,1416,0,0,0,0,0,0,0,0,0,16,0,1400,
0,0.798000,1416,0,0,0,0,0,0,0,0,0,16,0,1400,
0,0.809000,1416,0,0,0,0,0,0,0,0,0,16,0,1400,
0,0.820000,1416,0,0,0,0,0,0,0,0,0,16,0,1400,
0,0.831000,1416,0,0,0,0,0,0,0,0,0,16,0,1400,
0,0.842000,1416,0,0,0,0,0,0,0,0,0,16,0,1400,
0,0.853000,1416,0,0,0,0,0,0,0,0,0,16,0,1400,
0,0.864000,1416,0,0,0,0,0,0,0,0,0,16,0,1400,
0,0.876000,1416,0,0,0,0,0,0,0,0,0,16,0,1400,
0,0.888000,1416,0,0,0,0,0,0,0,0,0,16,0,1400,
0,0.899000,1416,0,0,0,0,0,0,0,0,0,16,0,1400,
0,0.910000,1416,0,0,0,0,0,0,0,0,0,16,0,1400,
0,0.921000,1416,0,0,0,0,0,0,0,0,0,16,0,1400,
0,0.932000,1413,0,0,0,0,0,0,0,0,0,7,6,1400,
0,0.942000,1413,0,0,0,0,0,0,0,0,0,7,6,1400,
0,0.954000,1312,0,0,0,0,0,0,0,0,0,12,0,1300,
0,0.965000,1312,0,0,0,0,0,0,0,0,0,12,0,1300,
0,0.976000,1312,0,0,0,0,0,0,0,0,0,12,0,1300,
0,0.987000,1312,0,0,0,0,0,0,0,0,0,12,0,1300,
0,0.998000,1312,0,0,0,0,0,0,0,0,0,12,0,1300,
0,1.009000,1312,0,0,0,0,0,0,0,0,0,12,0,1300,
0,1.020000,1312,0,0,0,0,0,0,0,0,0,12,0,1300,
0,1.032000,1312,0,0,0,0,0,0,0,0,0,12,0,1300,
0,1.043000,1312,0,0,0,0,0,0,0,0,0,12,0,1300,
0,1.054000,1312,0,0,0,0,0,0,0,0,0,12,0,1300,
0,1.065000,1312,0,0,0,0,0,0,0,0,0,12,0,1300,
0,1.076000,1312,0,0,0,0,0,0,0,0,0,12,0,1300,
0,1.087000,1312,0,0,0,0,0,0,0,0,0,12,0,1300,
0,1.098000,1312,0,0,0,0,0,0,0,0,0,12,0,1300,
0,1.109000,1312,0,0,0,0,0,0,0,0,0,12,0,1300,
0,1.120000,1312,0,0,0,0,0,0,0,0,0,12,0,1300,
0,1.131000,1312,0,0,0,0,0,0,0,0,0,12,0,1300,
0,1.143000,1312,0,0,0,0,0,0,0,0,0,12,0,1300,
0,1.154000,1312,0,0,0,0,0,0,0,0,0,12,0,1300,
0,1.165000,1312,0,0,0,0,0,0,0,0,0,12,0,1300,
0,1.176000,1312,0,0,0,0,0,0,0,0,0,12,0,1300,
0,1.188000,1312,0,0,0,0,0,0,0,0,0,12,0,1300,
0,1.199000,1306,0,0,0,0,0,0,0,0,0,4,0,1302,
0,1.210000,1306,0,0,0,0,0,0,0,0,0,4,0,1302,
0,1.221000,1306,0,0,0,0,0,0,0,0,0,4,0,1302,
0,1.233000,1306,0,0,0,0,0,0,0,0,0,4,0,1302,
0,1.244000,1306,0,0,0,0,0,0,0,0,0,4,0,1302,
0,1.255000,1304,0,0,0,0,0,0,0,0,0,4,0,1300,
0,1.267000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.278000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.289000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.300000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.311000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.323000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.334000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.345000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.356000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.368000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.379000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.390000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.401000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.412000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.424000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.435000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.446000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.457000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.469000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.480000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.491000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.502000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.514000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.525000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.536000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.547000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.559000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.570000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.581000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.593000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.604000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.615000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.627000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.638000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.649000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.660000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.672000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.683000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.694000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.706000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.717000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.728000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.739000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.751000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.762000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.773000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.784000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.796000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.807000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.818000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.830000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.841000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.853000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.864000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.876000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.887000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.899000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.910000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.922000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.933000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.944000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.956000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.967000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.979000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,1.990000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.002000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.014000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.025000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.037000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.048000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.060000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.071000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.083000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.094000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.105000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.117000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.128000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.139000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.150000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.162000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.173000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.185000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.196000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.208000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.219000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.230000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.242000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.253000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.265000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.276000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.288000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.299000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.310000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.322000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.333000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.344000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.356000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.367000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.378000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.389000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.400000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.412000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.423000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.434000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.445000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.457000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.468000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.480000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.491000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.502000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.514000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.525000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.536000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.548000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.559000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.571000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.582000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.594000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.605000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.616000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.628000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.639000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.650000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.662000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.673000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.684000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.696000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.707000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.718000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.729000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.741000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.752000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.763000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.775000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.786000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.798000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.809000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.820000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.831000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.843000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.854000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.866000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.878000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.889000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.900000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.912000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.923000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.934000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.945000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.957000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.968000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.980000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,2.991000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.002000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.014000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.026000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.037000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.048000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.060000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.072000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.083000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.094000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.106000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.117000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.129000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.141000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.152000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.163000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.175000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.186000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.197000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.209000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.221000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.232000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.243000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.254000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.265000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.276000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.288000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.299000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.310000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.321000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.332000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.343000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.355000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.366000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.377000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.388000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.399000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.411000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.422000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.433000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.444000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.455000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.466000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.478000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.489000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.500000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.511000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.523000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.534000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.545000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.556000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.568000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.579000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.590000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.602000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.613000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.624000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.636000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.647000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.659000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.670000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.681000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.692000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.703000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.715000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.726000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.737000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.748000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.759000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.771000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.782000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.793000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.804000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.816000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.827000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.838000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.849000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.860000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.872000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.883000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.894000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.906000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.917000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.928000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.939000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.950000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.961000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.973000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.984000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,3.995000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,4.006000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,4.018000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,4.029000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,4.041000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,4.052000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,4.063000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,4.074000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,4.086000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,4.097000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,4.108000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,4.120000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,4.131000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,4.142000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,4.154000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,4.165000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,4.176000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,4.187000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,4.199000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,4.210000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,4.221000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,4.233000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,4.244000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,4.255000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,4.267000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,4.278000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,4.289000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,4.301000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,4.312000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,4.324000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,4.335000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,4.346000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,4.358000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,4.370000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,4.381000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,4.393000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
0,4.404000,1204,0,0,0,0,0,0,0,0,0,4,0,1200,
