回数,計算時間,評価値,最大連勤違反,最小連勤違反,最小連休違反,週末最大違反,休暇希望違反,最大勤務数違反,最大勤務時間違反, 最小勤務時間違反,禁止勤務パターン数,ONリクエスト,OFFリクエスト,人数違反
0,35.497000,1777,0,0,0,0,0,0,0,0,0,52,21,1704,
0,36.602000,1777,0,0,0,0,0,0,0,0,0,52,21,1704,
0,37.744000,1777,0,0,0,0,0,0,0,0,0,52,21,1704,
0,38.954000,1777,0,0,0,0,0,0,0,0,0,52,21,1704,
0,40.048000,1777,0,0,0,0,0,0,0,0,0,52,21,1704,
0,41.199000,1777,0,0,0,0,0,0,0,0,0,52,21,1704,
0,42.430000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,43.630000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,44.803000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,45.967000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,47.176000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,48.435000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,49.544000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,50.639000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,51.738000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,52.860000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,53.971000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,55.096000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,56.199000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,57.301000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,58.393000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,59.486000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,60.571000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,61.669000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,62.752000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,63.835000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,64.909000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,66.196000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,67.363000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,68.660000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,70.007000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,71.182000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,72.348000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,73.515000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,74.693000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,75.806000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,76.954000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,78.050000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,79.160000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,80.255000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,81.356000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,82.458000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,83.548000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,84.635000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,85.731000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,86.852000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,87.946000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,89.047000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,90.161000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,91.289000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,92.405000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,93.505000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,94.779000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,95.898000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,97.028000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,98.124000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,99.234000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,100.435000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,101.705000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,102.266000,1776,0,0,0,0,0,0,0,0,0,54,20,1702,
0,105.251000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,108.082000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,110.809000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,113.518000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,116.204000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,118.911000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,121.609000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,124.391000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,127.094000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,129.791000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,132.471000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,135.155000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,137.839000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,140.514000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,143.181000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,145.902000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,148.587000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,151.283000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,157.877000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,160.565000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,163.235000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,164.074000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,168.200000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,172.334000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,176.473000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,180.596000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,184.717000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,188.860000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,192.981000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,197.093000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,201.211000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,205.343000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,209.465000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,213.582000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,217.706000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,221.858000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,224.075000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,224.081000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,224.087000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
0,224.089000,1570,0,0,0,0,0,0,0,0,0,51,18,1501,
