,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,ナース評価値,最大連勤違反,最小連勤違反,最小連休違反,週末最大違反,休暇希望違反,最大勤務数違反,最大勤務時間違反, 最小勤務時間違反,禁止勤務パターン数,ONリクエスト,OFFリクエスト
S,18,18,13,12,12,18,18,0,8,11,17,18,18,18,18,7,8,18,18,18,5,14,11,14,16,18,18,0,8,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,1,0,1,2,0,0,2,2,1,2,0,1,1,8400,
T,5,5,9,17,18,18,18,18,18,18,18,0,3,3,1,14,18,18,1,1,0,17,16,18,18,18,18,18,4,0,0,0,0,0,0,0,0,0,4,0,2,3,0,2,0,2,0,0,0,1,0,0,0,0,1,0,1,2,8040,
U,16,18,18,8,9,18,18,9,10,18,18,4,14,16,18,18,18,18,7,7,8,12,18,18,14,17,18,18,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,2,2,1,0,1,0,2,0,2,1,8640,
V,2,14,18,18,0,10,11,18,18,6,14,18,18,18,11,13,13,16,18,18,18,2,0,11,10,18,18,0,8,0,0,0,0,0,0,0,0,0,8,0,3,0,2,0,0,0,1,0,0,0,2,3,0,2,2,0,1,0,8520,
W,8,18,18,7,7,5,4,18,18,7,17,18,18,6,4,12,18,18,18,18,18,5,7,13,12,14,18,18,15,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,2,2,1,4,1,0,0,0,2,1,1,0,0,1,8400,
X,3,4,18,18,3,3,3,12,12,18,18,18,3,2,12,13,14,18,18,18,18,12,13,18,18,18,18,18,4,0,0,0,0,0,0,0,0,0,4,0,0,0,1,5,1,0,0,0,0,0,0,0,4,2,1,0,0,0,8040,
Y,0,6,4,14,12,18,18,13,13,13,18,18,6,8,18,18,18,18,8,7,13,13,11,18,18,18,18,18,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,2,1,2,0,0,1,1,5,1,0,0,0,8520,
Z,18,1,14,11,14,18,18,1,0,0,18,18,0,2,18,18,0,1,12,10,10,18,18,0,12,18,18,18,5,0,0,0,0,0,0,0,0,0,5,0,5,3,1,0,0,0,0,0,0,0,2,1,2,0,2,0,0,0,8160,
AA,6,6,18,18,18,6,11,10,10,17,18,18,18,18,9,17,15,15,18,18,18,11,16,16,18,18,6,10,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,1,3,2,0,0,0,2,2,2,8640,
AB,18,1,13,18,18,2,8,18,18,3,3,2,18,18,18,7,7,4,17,18,18,18,11,10,18,18,16,16,4,0,0,0,0,0,0,0,0,0,4,0,0,1,2,2,1,0,0,2,1,0,1,1,0,1,0,0,2,1,8400,
AC,1,18,18,2,5,6,6,5,18,18,2,12,12,12,18,18,1,2,18,18,18,6,6,6,6,13,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,6,0,0,0,0,0,3,1,0,0,0,0,8280,
AD,4,14,18,18,7,5,10,10,15,18,18,11,11,14,18,18,9,10,12,18,18,18,15,16,18,18,18,18,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,1,0,1,3,2,1,0,2,2,1,0,8280,
AE,11,11,11,11,15,18,18,18,12,11,10,10,15,18,18,18,0,0,2,9,17,18,18,1,15,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,2,5,1,0,0,3,0,1,8640,
AF,18,9,11,13,18,18,2,6,7,6,5,18,18,18,8,8,5,18,18,2,2,3,7,4,18,18,18,18,2,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,1,2,2,2,2,1,0,1,0,1,0,0,0,0,8640,
AG,18,13,12,12,12,18,18,18,1,2,1,1,18,18,0,0,18,18,11,12,18,18,0,7,10,12,17,18,6,0,0,0,0,0,0,0,0,0,6,0,3,3,1,0,0,0,0,1,0,0,1,1,5,1,0,0,0,1,8520,
AH,17,18,18,1,0,4,18,18,12,12,18,18,1,0,1,0,4,18,18,18,18,0,15,17,16,18,18,18,6,0,0,0,0,0,0,0,0,0,6,0,4,3,0,0,2,0,0,0,0,0,0,0,2,0,0,1,1,2,8280,
AI,18,8,8,18,18,5,6,18,18,9,17,18,18,6,11,15,17,16,18,18,18,1,0,1,6,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,3,0,2,1,0,1,0,0,0,1,1,2,8280,
AJ,18,5,5,5,5,18,18,1,3,7,5,15,18,18,5,15,18,18,7,7,7,18,18,18,18,18,16,16,5,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,6,0,4,0,0,0,0,0,0,0,2,2,0,8040,
AK,12,18,18,15,17,18,18,14,11,11,14,18,18,1,7,18,18,1,17,18,18,0,1,2,18,18,11,12,5,0,0,0,0,0,0,0,0,0,5,0,1,3,1,0,0,0,0,1,0,0,0,3,2,0,2,1,0,2,8640,
AL,18,0,9,18,18,18,18,3,9,14,18,18,2,1,14,18,18,0,8,18,18,4,14,18,18,18,15,16,8,0,0,0,0,0,0,0,0,0,8,0,2,1,1,1,1,0,0,0,1,2,0,0,0,0,3,1,1,0,8520,
AM,18,3,0,15,18,18,18,18,18,2,15,16,16,15,18,18,11,14,10,18,18,10,10,10,18,18,2,7,4,0,0,0,0,0,0,0,0,0,4,0,1,0,2,1,0,0,0,1,0,0,4,1,0,0,1,3,2,0,8280,
AN,16,18,18,12,12,12,12,10,18,18,4,13,18,18,18,14,12,11,18,18,18,18,10,12,18,18,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,6,2,1,0,1,0,8280,
AO,18,18,9,10,18,18,18,11,11,18,18,12,12,12,12,14,18,18,1,13,18,18,8,8,8,8,18,18,3,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,4,1,1,2,4,1,1,0,0,0,8280,
AP,2,9,13,17,16,18,18,18,18,18,9,10,13,13,11,18,18,18,5,16,18,18,2,9,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,1,1,0,3,0,0,2,1,8280,
AQ,0,0,0,0,0,18,18,7,6,13,18,18,0,0,7,5,18,18,6,14,18,18,18,6,16,18,18,18,1,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,1,3,2,0,0,0,0,0,1,1,0,1,0,8160,
AR,18,15,17,18,18,7,5,5,15,17,18,18,18,18,0,1,3,10,10,18,18,18,18,4,12,18,18,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,2,0,1,0,1,2,0,1,0,0,2,0,2,8280,
AS,18,18,14,12,10,18,18,6,6,5,4,18,18,0,2,7,7,18,18,0,0,15,15,15,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,2,2,0,0,1,0,1,0,1,3,0,0,8160,
AT,15,18,18,6,14,10,14,18,18,13,10,18,18,8,8,8,6,15,18,18,18,18,18,10,10,10,18,18,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,3,0,5,0,0,1,2,2,0,0,8160,
AU,18,18,18,1,11,18,18,12,16,18,18,5,15,15,15,18,18,5,8,18,18,5,9,10,11,18,18,1,10,0,0,0,0,0,0,0,0,0,10,0,0,2,0,0,0,3,0,0,1,1,1,2,1,0,0,3,1,0,7680,
AV,12,10,18,18,7,14,18,18,2,2,18,18,18,18,2,5,5,18,18,4,14,17,18,18,5,7,18,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,3,0,2,0,0,1,0,1,0,2,0,0,1,7680,
AW,18,18,18,18,3,1,13,16,18,18,0,2,18,18,0,4,18,18,3,3,2,14,18,18,13,16,18,18,3,0,0,0,0,0,0,0,0,0,3,0,2,1,2,3,1,0,0,0,0,0,0,0,0,2,1,0,2,0,8040,
AX,15,18,18,10,10,18,18,3,7,13,14,17,18,18,18,18,18,18,4,11,18,18,5,9,18,18,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,3,1,0,2,1,1,0,1,8040,
AY,18,18,0,12,18,18,18,12,17,15,18,18,15,16,16,18,18,1,2,18,18,18,18,0,0,13,12,12,6,0,0,0,0,0,0,0,0,0,6,0,3,1,1,0,0,0,0,0,0,0,0,0,4,1,0,2,2,1,7800,
AZ,18,18,2,2,2,8,9,18,18,7,13,18,18,11,15,18,18,15,15,18,18,18,3,7,7,5,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,3,1,1,0,1,0,1,0,3,0,0,7800,
BA,8,18,18,1,6,6,15,18,18,18,8,7,7,12,14,18,18,6,14,18,18,18,7,6,4,18,18,18,12,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,1,0,4,3,2,0,0,0,1,0,2,1,0,0,8160,
BB,18,18,11,17,18,18,18,4,16,18,18,5,5,5,4,15,18,18,2,2,5,6,18,18,0,2,18,18,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,2,4,1,0,0,0,0,1,0,0,0,1,1,1,8040,
BC,11,18,18,8,9,13,11,18,18,9,11,13,18,18,18,18,18,18,18,18,18,2,16,18,18,1,13,13,6,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,0,1,2,0,3,0,4,0,0,1,0,7440,
BD,9,18,18,16,16,18,18,7,11,17,18,18,13,13,10,18,18,15,15,18,18,18,18,18,1,1,1,1,15,0,0,0,0,0,0,0,0,0,15,0,0,4,0,0,0,0,0,1,0,1,1,1,0,2,0,2,2,1,8160,
BE,18,18,9,10,18,18,18,2,4,15,18,18,1,0,5,4,16,18,18,18,18,18,18,18,2,4,15,17,3,0,0,0,0,0,0,0,0,0,3,0,1,1,2,0,3,1,0,0,0,1,1,0,0,0,0,2,1,1,8040,
BF,14,18,18,18,4,12,18,18,9,16,16,18,18,18,5,8,12,15,18,18,18,18,18,18,0,0,9,12,15,0,0,0,0,0,0,0,0,0,15,0,2,0,0,0,1,1,0,0,1,2,0,0,3,0,1,1,2,0,8040,
BG,0,2,2,3,15,18,18,18,18,18,18,18,18,18,2,2,10,18,18,13,16,16,18,18,11,12,14,11,9,0,0,0,0,0,0,0,0,0,9,0,1,0,4,1,0,0,0,0,0,0,1,2,1,1,1,1,2,0,7920,
BH,8,5,6,18,18,3,6,18,18,2,9,18,18,18,0,15,16,16,15,18,18,18,18,18,18,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,1,2,0,1,1,0,0,0,0,0,2,2,0,8160,
BI,18,18,1,0,18,18,1,17,18,18,9,17,18,18,18,1,12,12,18,18,18,8,8,8,9,18,18,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,2,8040,
BJ,8,9,18,18,1,1,9,11,18,18,18,10,16,16,18,18,10,11,11,18,18,1,2,11,18,18,18,18,16,0,0,0,0,0,0,0,0,0,16,0,0,3,1,0,0,0,0,0,1,2,2,4,0,0,0,0,2,0,8040,
BK,17,18,18,18,18,18,18,8,8,8,8,5,18,18,18,18,18,18,12,17,16,16,18,18,2,3,7,8,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,1,0,1,5,0,0,0,1,0,0,0,2,2,8160,
BL,18,18,1,0,18,18,18,18,6,14,18,18,0,5,4,12,11,18,18,6,4,15,18,18,4,17,18,18,4,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,3,1,2,0,0,0,0,1,1,0,1,1,0,1,7920,
BM,1,7,5,18,18,3,1,5,18,18,11,14,18,18,18,6,5,5,12,18,18,1,5,18,18,18,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,5,1,1,0,0,0,3,1,0,1,0,0,0,8040,
BN,12,16,16,18,18,18,18,18,15,15,18,18,4,14,10,12,14,18,18,2,9,12,12,18,18,18,18,18,6,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,1,0,0,0,0,1,1,0,4,0,2,2,2,0,7920,
BO,18,18,18,7,6,18,18,4,15,18,18,15,15,17,18,18,0,9,18,18,18,18,18,18,3,1,9,13,6,0,0,0,0,0,0,0,0,0,6,0,1,1,0,1,1,0,1,1,0,2,0,0,0,1,0,3,0,1,7440,
BP,3,3,17,18,18,5,5,5,12,12,18,18,18,18,18,18,6,5,10,10,11,18,18,5,10,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,1,0,0,0,3,1,2,0,0,0,0,1,7680,
BQ,9,18,18,10,16,18,18,18,5,5,6,8,17,18,18,18,0,0,6,18,18,18,18,18,11,11,10,11,12,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,2,2,0,1,1,2,3,0,0,0,0,1,1,7920,
BR,7,6,14,18,18,18,18,18,14,16,18,18,3,17,18,18,17,16,18,18,18,1,6,5,18,18,5,7,6,0,0,0,0,0,0,0,0,0,6,0,0,1,0,1,0,2,2,2,0,0,0,0,0,0,2,0,2,2,8040,
BS,18,18,1,7,13,18,18,9,10,10,10,10,18,18,18,18,18,18,10,10,10,10,10,18,18,15,15,15,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,9,0,0,1,0,3,0,0,8040,
BT,18,18,8,15,15,18,18,18,7,6,8,16,18,18,18,18,3,3,18,18,3,10,18,18,7,8,8,7,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,1,3,4,0,1,0,0,0,0,2,1,0,8160,
BU,18,18,18,18,7,4,14,15,18,18,18,18,8,6,18,18,14,17,15,18,18,2,2,0,3,4,18,18,8,0,0,0,0,0,0,0,0,0,8,0,1,0,2,1,2,0,1,1,1,0,0,0,0,0,2,2,0,1,8160,
BV,5,8,11,18,18,7,7,7,18,18,7,7,18,18,18,18,0,1,5,18,18,18,18,2,1,3,0,1,2,0,0,0,0,0,0,0,0,0,2,0,2,3,1,1,0,2,0,5,1,0,0,1,0,0,0,0,0,0,7920,
BW,6,6,18,18,1,11,12,16,18,18,6,4,18,18,18,1,1,2,16,18,18,18,18,18,2,2,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,0,4,1,0,0,0,1,1,0,0,0,2,0,8160,
BX,18,10,10,10,18,18,18,6,13,14,10,18,18,18,18,18,18,9,11,11,16,18,18,18,5,4,11,12,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,1,0,0,1,4,3,1,1,1,0,1,0,8160,
BY,6,13,17,16,16,18,18,18,18,18,2,2,6,7,5,18,18,18,0,1,3,7,5,18,18,18,18,18,2,0,0,0,0,0,0,0,0,0,2,0,1,1,2,1,0,2,2,2,0,0,0,0,0,1,0,0,2,1,7920,
BZ,18,8,7,14,18,18,18,18,5,5,11,10,18,18,3,3,3,18,18,6,8,18,18,18,18,18,7,4,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,1,2,1,2,2,0,1,1,0,0,1,0,0,0,7800,
CA,0,2,16,18,18,3,7,12,17,16,18,18,18,18,1,0,6,18,18,13,13,18,18,1,11,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,1,1,0,0,0,1,1,2,0,0,2,1,8040,
CB,18,18,7,8,8,18,18,8,16,18,18,18,18,18,0,10,18,18,8,15,15,15,18,18,13,13,11,11,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,4,0,1,2,0,2,0,3,1,0,8040,
CC,11,18,18,18,6,7,15,18,18,7,5,6,18,18,18,1,2,2,1,15,18,18,3,3,3,3,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,1,2,2,0,0,0,1,0,0,0,2,0,0,8160,
CD,4,11,17,18,18,6,14,15,18,18,6,9,18,18,3,2,1,18,18,5,6,15,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,0,0,1,0,1,0,0,1,2,0,1,7800,
CE,0,0,18,18,18,18,18,13,14,18,18,9,14,16,16,18,18,0,10,18,18,18,9,13,18,18,1,6,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,2,1,0,0,2,2,0,2,0,8160,
CF,6,17,15,15,17,18,18,18,18,1,0,0,18,18,18,18,18,7,7,7,7,10,18,18,18,7,6,6,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,3,5,0,0,1,0,0,0,0,2,0,2,8160,
CG,18,18,2,3,4,18,18,18,18,18,6,9,10,10,18,18,6,9,13,18,18,18,10,13,18,18,9,13,7,0,0,0,0,0,0,0,0,0,7,0,0,0,1,1,1,0,2,0,0,3,3,0,0,3,0,0,0,0,8160,
CH,11,11,11,11,11,18,18,18,18,18,1,2,9,18,18,3,4,18,18,1,3,18,18,2,2,9,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,0,0,0,0,2,0,5,0,0,0,0,0,0,8160,
CI,7,6,6,6,18,18,18,3,1,18,18,1,1,7,7,10,18,18,3,12,12,18,18,7,17,18,18,18,4,0,0,0,0,0,0,0,0,0,4,0,0,3,0,2,0,0,3,4,0,0,1,0,2,0,0,0,0,1,8160,
CJ,13,13,15,15,18,18,18,18,18,6,6,7,4,18,18,7,7,4,18,18,18,15,17,18,18,7,10,18,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,2,4,0,0,1,0,0,2,0,3,0,1,8160,
CK,18,4,16,18,18,0,1,15,16,18,18,8,7,7,17,18,18,0,1,18,18,18,6,5,18,18,18,18,6,0,0,0,0,0,0,0,0,0,6,0,2,2,0,0,1,1,1,2,1,0,0,0,0,0,0,1,2,1,7560,
CL,10,12,18,18,18,1,1,16,18,18,18,18,18,18,18,10,10,11,17,18,18,18,18,3,0,0,17,15,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,3,1,1,0,0,1,1,2,7440,
CM,17,18,18,18,8,9,18,18,18,9,14,18,18,18,6,6,6,8,13,18,18,18,1,6,7,6,5,18,6,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,1,5,1,2,2,0,0,0,1,1,0,0,1,8520,
CN,18,18,0,9,18,18,18,18,6,11,11,11,11,11,18,18,18,3,0,18,18,18,5,8,8,8,8,8,3,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,1,1,0,5,1,0,5,0,0,0,0,0,0,8640,
CO,13,14,10,18,18,18,18,18,18,18,3,0,6,5,17,16,18,18,18,7,6,8,8,13,10,18,18,18,8,0,0,0,0,0,0,0,0,0,8,0,1,0,0,1,0,1,2,1,2,0,2,0,0,2,1,0,1,1,8400,
CP,6,5,6,4,18,18,18,0,4,18,18,18,5,4,11,10,10,10,18,18,18,7,11,18,18,18,1,5,4,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,3,3,2,1,0,0,3,2,0,0,0,0,0,0,8400,
CQ,12,16,18,18,18,0,0,0,0,4,18,18,18,0,4,11,17,16,18,18,18,18,18,18,5,17,18,18,8,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,2,2,7920,
CR,18,2,6,18,18,18,3,2,1,1,1,1,18,18,18,17,16,15,16,18,18,18,8,6,18,18,18,3,12,0,0,0,0,0,0,0,0,0,12,0,0,4,2,2,0,0,2,0,1,0,0,0,0,0,0,1,2,1,8040,
CS,18,7,7,9,16,18,18,18,2,13,12,11,10,10,18,18,18,7,4,18,18,18,18,18,8,9,12,18,10,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,1,0,0,3,1,2,2,1,2,1,0,0,1,0,8280,
CT,1,3,3,0,1,0,18,18,18,3,4,14,18,18,18,18,5,6,5,8,8,12,18,18,18,18,18,18,6,0,0,0,0,0,0,0,0,0,6,0,2,2,0,3,1,2,1,0,2,0,0,0,1,0,1,0,0,0,8280,
CU,5,17,18,18,18,0,1,2,0,2,11,18,18,18,2,2,2,6,14,17,18,18,18,15,15,18,18,18,4,0,0,0,0,0,0,0,0,0,4,0,2,1,5,0,0,1,1,0,0,0,0,1,0,0,1,2,0,2,8400,
CV,18,18,2,5,5,10,18,18,18,2,0,3,18,18,18,13,13,13,18,18,18,18,0,1,1,6,16,16,2,0,0,0,0,0,0,0,0,0,2,0,2,2,2,1,0,2,1,0,0,0,1,0,0,3,0,0,2,0,8400,
CW,18,18,7,8,18,18,11,11,18,18,18,18,18,18,18,2,2,18,18,6,5,18,18,18,18,18,3,3,7,0,0,0,0,0,0,0,0,0,7,0,0,0,2,2,0,1,1,1,1,0,0,2,0,0,0,0,0,0,5160,
CX,18,18,18,18,18,18,18,18,18,18,2,0,17,15,18,18,18,18,7,12,14,18,18,18,18,18,13,15,3,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,2,0,1,4920,
CY,18,18,18,18,0,2,8,18,18,15,15,18,18,18,18,18,8,8,18,18,2,0,18,18,18,18,18,6,4,0,0,0,0,0,0,0,0,0,4,0,2,0,2,0,0,0,1,0,3,0,0,0,0,0,0,2,0,0,5160,
CZ,18,18,1,16,18,18,18,3,5,12,18,18,2,1,10,18,18,18,18,3,12,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,1,0,2,0,0,0,1,0,5160,
DA,18,12,12,14,18,18,7,14,18,18,18,18,4,16,18,18,1,2,18,18,18,18,18,18,18,18,18,18,2,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,1,0,0,0,0,2,0,2,0,1,0,5160,
DB,18,18,18,18,18,2,0,7,18,18,3,2,7,11,18,18,18,18,11,11,11,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,2,0,0,0,4,0,0,0,0,0,0,4920,
DC,10,12,18,18,18,8,5,18,18,10,12,15,18,18,18,18,18,18,18,0,4,18,18,18,18,18,18,2,6,0,0,0,0,0,0,0,0,0,6,0,1,0,1,0,1,1,0,0,1,0,2,0,2,0,0,1,0,0,5160,
DD,5,18,18,18,18,18,18,18,18,5,5,6,9,11,18,18,18,18,18,15,15,18,18,18,7,5,18,18,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,1,1,0,1,0,1,0,0,0,2,0,0,5040,
DE,10,18,18,18,18,18,18,18,18,18,6,5,6,6,18,18,18,18,0,5,18,18,12,17,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,0,0,0,1,0,1,0,0,0,0,1,5040,
DF,18,15,15,18,18,18,0,14,18,18,18,2,7,7,18,18,18,18,18,11,11,11,18,18,18,18,18,18,3,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,2,0,0,0,3,0,0,1,2,0,0,5040,
DG,18,2,4,18,18,0,3,11,18,18,18,18,16,15,18,18,18,18,18,18,18,18,18,18,18,18,6,5,8,0,0,0,0,0,0,0,0,0,8,0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,4800,
