,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,ナース評価値,最大連勤違反,最小連勤違反,最小連休違反,週末最大違反,休暇希望違反,最大勤務数違反,最大勤務時間違反, 最小勤務時間違反,禁止勤務パターン数,ONリクエスト,OFFリクエスト
Y,4,13,13,18,18,9,10,13,13,13,18,18,18,18,18,10,12,18,18,18,18,13,11,13,18,18,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,2,1,1,7,0,0,0,0,8520,
Z,0,0,1,1,13,18,18,18,18,0,0,0,0,1,18,18,1,8,7,10,13,18,18,12,12,18,18,18,2,0,0,0,0,0,0,0,0,0,2,0,6,4,0,0,0,0,0,1,1,0,1,0,2,2,0,0,0,0,8520,
AA,6,18,18,14,10,17,15,18,18,13,17,18,18,0,0,9,12,18,18,18,18,0,16,15,16,18,18,18,8,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,1,0,0,1,1,0,1,1,1,2,2,2,8520,
AB,12,13,18,18,18,18,18,7,8,11,14,18,18,18,18,7,4,18,18,2,4,17,18,18,1,2,16,16,3,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,2,0,0,2,1,0,0,1,1,1,1,0,2,1,8640,
AC,17,18,18,18,2,2,3,1,16,18,18,12,10,12,12,18,18,9,17,18,18,6,6,6,6,18,18,18,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,4,0,0,1,1,0,3,0,0,0,1,2,8640,
AD,18,12,11,18,18,4,10,10,17,18,18,7,15,15,18,18,9,15,16,18,18,0,4,17,18,18,18,18,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,1,0,1,2,1,1,0,0,3,1,2,8520,
AE,11,11,11,11,18,18,18,18,2,9,10,18,18,18,10,11,17,18,18,1,2,2,2,18,18,18,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,2,2,5,0,0,0,0,0,2,8640,
AF,18,0,7,18,18,3,3,1,16,16,18,18,18,18,8,8,11,18,18,0,5,17,18,18,7,9,18,18,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,1,0,2,2,1,0,1,0,0,0,0,2,1,8400,
AG,18,18,12,12,12,16,16,18,18,2,1,1,1,0,18,18,11,11,11,18,18,18,0,0,10,11,18,18,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,0,1,4,3,0,0,0,2,0,8400,
AH,9,18,18,4,16,18,18,18,12,12,18,18,4,15,16,18,18,5,4,18,18,1,5,9,15,18,18,1,6,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,3,2,0,0,0,2,0,0,2,0,0,2,2,0,8640,
AI,18,8,8,8,9,18,18,18,18,0,17,18,18,18,11,11,18,18,0,0,0,6,18,18,11,15,15,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,3,1,0,3,0,0,0,2,1,1,8640,
AJ,18,1,5,5,5,5,18,18,7,7,4,16,18,18,18,18,7,7,7,7,7,18,18,3,16,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0,7,0,0,0,0,0,0,0,0,2,0,8280,
AK,8,18,18,17,15,17,15,18,18,0,0,10,18,18,18,18,1,2,2,18,18,5,5,11,18,18,7,8,2,0,0,0,0,0,0,0,0,0,2,0,2,1,2,0,0,2,0,1,2,0,1,1,0,0,0,2,0,2,8400,
AL,18,3,9,18,18,9,16,18,18,13,14,18,18,18,18,0,8,15,15,18,18,3,15,18,18,0,7,13,6,0,0,0,0,0,0,0,0,0,6,0,2,0,0,2,0,0,0,1,1,2,0,0,0,2,1,3,1,0,8640,
AM,18,5,4,15,18,18,18,3,7,9,10,18,18,18,5,11,18,18,10,10,10,10,10,18,18,18,13,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,1,6,1,0,1,1,1,0,0,8640,
AN,16,18,18,12,12,12,12,10,18,18,6,7,18,18,14,12,18,18,0,13,16,18,18,18,7,4,18,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,1,0,5,1,1,0,2,0,8040,
AO,18,9,13,10,18,18,18,10,12,18,18,12,12,12,12,12,18,18,8,12,18,18,8,8,8,8,18,18,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,1,2,0,7,1,0,0,0,0,8640,
AP,5,13,17,18,18,16,16,18,18,18,9,13,13,18,18,8,8,5,10,18,18,13,11,11,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,1,2,0,4,0,0,2,1,8640,
AQ,0,0,0,0,0,18,18,11,11,18,18,18,13,12,11,18,18,16,15,18,18,0,14,15,18,18,6,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,0,0,0,3,1,1,1,2,1,0,8640,
AR,0,1,3,18,18,3,6,18,18,9,13,18,18,18,0,17,18,18,7,8,6,10,18,18,12,13,18,18,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,2,1,1,1,1,0,1,2,0,0,0,1,8280,
AS,4,18,18,4,15,18,18,0,7,5,18,18,4,11,10,14,18,18,2,7,5,7,18,18,2,7,18,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,2,0,4,0,0,1,1,0,0,1,1,0,0,8640,
AT,15,15,18,18,10,10,14,10,10,18,18,0,8,8,8,8,18,18,18,18,18,18,18,10,10,10,18,18,9,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,0,0,0,4,0,7,0,0,0,1,2,0,0,7920,
AU,15,18,18,10,11,11,16,18,18,5,5,9,18,18,15,15,18,18,8,14,16,18,18,6,8,18,18,18,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,1,0,2,1,1,2,0,0,1,3,2,0,8160,
AV,12,10,12,18,18,2,2,2,4,10,18,18,18,18,5,5,5,5,18,18,18,2,7,18,18,18,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,4,0,1,0,0,2,0,3,0,0,0,0,1,8160,
AW,18,18,1,5,4,16,16,18,18,18,0,2,7,5,14,18,18,18,18,18,18,0,5,5,5,14,18,18,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,5,0,1,0,0,0,0,0,0,2,0,2,0,8160,
AX,18,18,9,10,10,17,15,18,18,4,11,18,18,18,4,17,18,18,18,18,18,15,16,18,18,1,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,2,3,0,0,0,2,1,2,8040,
AY,13,18,18,2,1,0,2,18,18,15,15,15,18,18,4,10,16,18,18,18,18,18,3,1,0,18,18,3,3,0,0,0,0,0,0,0,0,0,3,0,2,2,2,2,1,0,0,0,0,0,1,0,0,1,0,3,1,0,7920,
AZ,2,4,18,18,18,18,18,18,18,2,6,7,5,8,18,18,7,8,5,18,18,15,15,18,18,9,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,1,2,2,1,0,1,0,1,0,2,0,0,8040,
BA,18,18,18,18,3,9,14,18,18,6,8,9,18,18,18,18,14,11,14,11,14,18,18,1,4,18,18,18,6,0,0,0,0,0,0,0,0,0,6,0,0,1,0,1,1,0,1,0,1,2,0,2,0,0,4,0,0,0,8160,
BB,18,18,7,7,7,5,4,18,18,2,5,4,18,18,5,7,18,18,2,2,5,5,18,18,5,6,18,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,6,1,4,0,0,0,0,0,0,0,0,0,0,8160,
BC,11,11,11,18,18,1,13,18,18,3,11,17,18,18,18,7,7,18,18,18,18,7,9,11,18,18,1,3,3,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,0,0,0,3,0,1,0,5,0,1,0,0,0,1,8040,
BD,6,6,18,18,6,6,6,17,18,18,11,17,18,18,3,4,10,18,18,18,18,18,1,6,18,18,15,16,9,0,0,0,0,0,0,0,0,0,9,0,0,1,0,1,1,0,6,0,0,0,1,1,0,0,0,1,1,2,8160,
BE,18,0,1,13,17,18,18,3,7,13,18,18,16,15,18,18,18,18,1,1,0,2,4,18,18,18,18,18,3,0,0,0,0,0,0,0,0,0,3,0,2,3,1,1,1,0,0,1,0,0,0,0,0,2,0,1,1,1,7680,
BF,14,12,14,12,14,18,18,18,14,12,18,18,5,5,18,18,18,18,18,5,6,9,18,18,7,16,18,18,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,1,1,0,1,0,0,3,0,4,0,1,0,8040,
BG,18,2,0,10,13,18,18,3,2,2,18,18,18,18,2,2,18,18,18,15,16,15,16,18,18,18,0,3,9,0,0,0,0,0,0,0,0,0,9,0,2,0,5,2,0,0,0,0,0,0,1,0,0,1,0,2,2,0,7800,
BH,1,2,18,18,8,12,13,15,18,18,5,9,18,18,0,15,18,18,12,17,18,18,6,5,15,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,1,0,1,1,0,0,2,1,0,3,0,1,7920,
BI,18,8,9,18,18,1,1,17,18,18,18,18,18,18,18,1,1,1,9,18,18,8,8,8,18,18,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,1,8160,
BJ,18,2,9,16,18,18,18,6,10,16,18,18,5,17,18,18,10,11,11,11,17,18,18,10,12,18,18,18,11,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,1,1,0,0,1,3,3,1,0,0,0,2,2,8160,
BK,17,18,18,18,18,7,8,8,8,8,18,18,18,18,2,7,18,18,8,5,8,17,18,18,4,11,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2,6,0,0,1,0,0,0,0,0,2,8160,
BL,18,3,4,10,18,18,18,0,0,13,10,13,18,18,18,18,18,18,3,17,15,18,18,18,0,1,11,12,4,0,0,0,0,0,0,0,0,0,4,0,3,1,0,2,1,0,0,0,0,0,2,1,1,2,0,1,0,1,8160,
BM,7,5,5,18,18,18,18,6,11,14,17,18,18,3,7,16,15,18,18,3,1,10,10,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,1,2,0,0,2,1,0,0,1,1,1,1,8040,
BN,10,16,18,18,5,10,18,18,10,15,15,15,18,18,2,2,6,18,18,6,9,12,12,16,18,18,18,18,4,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,1,2,0,0,1,3,0,2,0,0,3,2,0,8160,
BO,8,5,17,18,18,18,3,4,18,18,8,15,18,18,1,0,0,6,18,18,18,18,18,18,2,3,0,0,12,0,0,0,0,0,0,0,0,0,12,0,4,1,1,2,1,1,1,0,2,0,0,0,0,0,0,1,0,1,8160,
BP,1,5,6,9,18,18,18,5,4,18,18,3,6,18,18,18,8,17,18,18,18,18,5,6,11,12,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,3,0,1,1,1,1,1,0,0,0,0,1,8160,
BQ,18,18,3,9,10,18,18,7,5,17,18,18,17,16,18,18,18,0,6,13,11,18,18,18,9,13,18,18,9,0,0,0,0,0,0,0,0,0,9,0,1,0,0,1,0,1,1,1,0,2,1,1,0,2,0,0,1,2,8160,
BR,7,18,18,18,18,18,18,18,18,7,6,8,14,17,18,18,17,16,18,18,18,5,6,14,18,18,9,13,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,2,2,1,1,0,0,0,1,2,0,1,2,7800,
BS,13,18,18,8,7,18,18,18,3,7,7,8,18,18,18,18,18,1,10,10,10,10,18,18,10,15,15,15,3,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,3,2,0,5,0,0,1,0,3,0,0,8160,
BT,8,6,8,15,16,18,18,7,6,10,15,18,18,18,18,18,3,3,3,3,3,18,18,18,18,18,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,2,2,0,1,0,0,0,0,2,1,0,8160,
BU,18,18,6,7,14,10,18,18,5,6,6,7,18,18,18,18,2,0,15,15,15,18,18,2,3,10,18,18,6,0,0,0,0,0,0,0,0,0,6,0,1,0,2,1,0,1,3,2,0,0,2,0,0,0,1,3,0,0,8040,
BV,18,18,3,3,0,2,1,18,18,18,7,7,5,7,18,18,0,1,11,18,18,8,8,12,12,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,1,0,3,2,0,0,1,2,0,0,0,0,0,8160,
BW,4,14,18,18,2,12,11,14,11,18,18,4,16,18,18,1,12,16,18,18,18,18,18,18,1,17,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,2,2,0,2,0,2,1,8160,
BX,18,10,10,10,18,18,18,11,13,12,14,10,18,18,18,3,9,18,18,13,14,16,18,18,18,18,18,4,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,0,0,1,4,1,1,2,2,0,1,0,8160,
BY,0,18,18,3,1,5,7,6,18,18,11,14,18,18,18,18,18,6,11,18,18,6,8,18,18,5,16,16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,3,1,1,0,0,2,0,0,1,0,2,0,7920,
BZ,18,18,4,14,12,18,18,18,8,11,18,18,3,3,3,3,3,18,18,18,18,11,10,18,18,18,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,1,1,1,2,1,0,1,0,0,0,8160,
CA,10,18,18,2,0,6,4,18,18,7,13,10,10,14,18,18,18,12,13,18,18,18,7,12,16,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,2,0,0,3,0,2,2,1,0,1,0,8040,
CB,2,18,18,8,8,8,8,8,18,18,18,5,10,11,15,16,18,18,18,18,18,18,2,1,1,4,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,5,0,1,1,0,0,0,1,1,0,8160,
CC,18,18,7,17,15,15,17,18,18,18,18,2,1,7,4,16,18,18,18,18,18,18,3,3,3,3,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,0,0,2,0,0,0,0,0,0,0,2,1,2,8040,
CD,0,4,18,18,3,3,2,15,18,18,5,5,7,18,18,9,16,16,18,18,18,18,18,18,3,12,18,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,2,0,1,0,1,0,0,1,0,0,1,2,0,7800,
CE,12,18,18,18,18,1,1,12,18,18,14,10,14,16,16,18,18,9,17,18,18,12,12,17,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,4,0,2,0,2,2,8160,
CF,7,6,15,15,18,18,18,18,0,0,0,0,18,18,18,18,7,7,7,7,7,18,18,18,18,7,9,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,7,0,1,0,0,0,0,0,2,1,0,8040,
CG,18,4,10,18,18,3,1,4,18,18,3,10,18,18,0,0,0,18,18,18,18,18,18,0,2,13,10,13,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,2,0,0,0,0,0,3,0,0,2,0,0,0,0,8160,
CH,11,11,11,11,11,18,18,11,17,18,18,18,1,2,10,12,17,18,18,18,18,18,18,18,18,1,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,6,2,1,0,0,0,2,7800,
CI,18,6,6,6,18,18,18,2,1,1,1,1,18,18,1,14,18,18,1,7,7,18,18,7,17,18,18,5,2,0,0,0,0,0,0,0,0,0,2,0,0,6,1,0,0,1,3,3,0,0,0,0,0,0,1,0,0,1,8160,
CJ,18,15,17,15,18,18,18,11,11,11,10,18,18,18,18,7,10,18,18,8,7,18,18,7,7,7,11,13,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0,2,4,0,1,0,2,0,1,8160,
CK,18,18,7,17,18,18,18,0,3,3,11,15,18,18,17,15,18,18,18,7,8,16,15,18,18,18,11,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,1,0,0,3,0,0,0,3,1,2,8160,
CL,18,18,18,18,4,13,13,16,18,18,4,16,18,18,18,5,5,4,13,18,18,12,13,12,10,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,2,4,0,0,2,0,8160,
CM,1,8,18,18,18,18,18,15,15,18,18,18,6,6,6,6,6,14,18,18,18,18,7,5,11,14,17,15,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,5,1,1,0,0,1,0,0,2,3,0,1,8520,
CN,18,18,0,3,18,18,18,18,9,11,11,11,11,10,18,18,18,0,10,18,18,18,5,8,8,8,8,8,3,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,1,0,0,5,1,2,4,0,0,0,0,0,0,8640,
CO,18,10,16,18,18,18,18,7,12,10,12,16,18,18,18,14,10,10,10,10,12,18,18,18,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,6,0,4,0,1,0,2,0,8640,
CP,18,18,0,8,6,7,4,11,18,18,18,5,6,7,5,4,15,18,18,18,18,7,7,6,9,18,18,18,4,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,2,2,3,4,1,1,0,1,0,0,0,1,0,0,8520,
CQ,5,18,18,18,18,0,0,0,0,18,18,18,0,2,0,0,4,16,18,18,18,2,0,2,9,16,18,18,8,0,0,0,0,0,0,0,0,0,8,0,8,0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,2,0,8400,
CR,18,2,6,6,6,18,18,18,1,1,1,1,18,18,18,3,1,6,6,6,8,18,18,18,18,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,0,7,0,1,0,0,0,0,0,0,0,0,0,8520,
CS,9,12,13,13,18,18,18,9,16,18,18,18,8,7,4,18,18,18,4,12,18,18,18,9,11,12,18,18,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,1,1,3,0,1,3,2,0,0,1,0,8400,
CT,8,17,18,18,18,0,0,0,3,2,18,18,18,8,5,5,5,8,6,18,18,18,18,18,16,16,18,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,3,1,0,3,0,0,0,0,0,0,0,2,1,8160,
CU,18,18,1,1,1,0,0,14,18,18,18,18,2,2,2,2,2,4,18,18,18,1,15,15,15,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,8160,
CV,3,3,2,7,7,18,18,18,18,18,3,3,13,13,10,10,18,18,18,1,2,18,18,18,5,17,18,18,4,0,0,0,0,0,0,0,0,0,4,0,0,1,2,4,0,1,0,2,0,0,2,0,0,2,0,0,0,1,8160,
CW,10,10,18,18,18,14,11,18,18,18,18,18,18,0,2,2,2,18,18,13,11,18,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2,2,0,1,1,0,0,0,5160,
CX,4,18,18,18,18,18,2,3,9,18,18,18,17,16,18,18,18,18,18,2,3,18,18,18,18,18,18,18,3,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,4920,
CY,18,18,2,0,1,10,18,18,15,15,18,18,18,18,18,18,18,18,1,1,8,18,18,18,18,18,18,8,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,5040,
CZ,18,18,18,18,18,11,11,14,18,18,2,2,11,14,18,18,18,18,18,18,2,11,18,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,4800,
DA,7,18,18,18,18,1,7,9,16,18,18,18,7,6,18,18,18,18,18,18,2,7,10,18,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4,0,1,1,0,0,0,0,0,1,0,5160,
DB,18,18,18,18,18,0,0,5,15,16,18,18,2,2,9,18,18,18,11,11,18,18,18,18,18,18,18,18,3,0,0,0,0,0,0,0,0,0,3,0,2,0,2,0,0,1,0,0,0,1,0,2,0,0,0,1,1,0,5160,
DC,18,18,18,18,0,7,7,12,18,18,18,18,18,18,18,18,18,18,8,5,4,15,18,18,18,18,2,1,6,0,0,0,0,0,0,0,0,0,6,0,1,1,1,0,1,1,0,2,1,0,0,0,1,0,0,1,0,0,5160,
DD,5,18,18,18,18,18,18,5,5,5,18,18,9,14,18,18,18,18,18,15,15,18,18,18,18,18,18,1,6,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,1,2,0,0,4800,
DE,18,18,18,6,12,18,18,18,14,12,18,18,6,6,18,18,18,18,18,0,0,18,18,18,18,18,6,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,2,0,1,0,0,0,5040,
DF,18,18,15,15,18,18,18,18,18,18,18,18,3,0,18,18,18,18,18,11,11,11,12,18,18,18,5,9,3,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,0,0,0,1,0,3,1,0,0,2,0,0,5160,
DG,18,18,18,0,9,11,17,18,18,18,6,6,16,15,18,18,18,18,18,18,18,18,18,18,18,18,18,5,7,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,1,2,0,0,1,0,1,0,0,0,1,1,1,4920,
