28	28	0	0	6	0	28	0	10	0	28	0	0	10	6	3	0	0	8160	7440	5	2	2	2
0	28	0	0	0	28	28	0	10	6	28	28	28	0	6	3	2	0	8160	7440	5	2	2	2
28	0	28	10	6	28	28	28	0	0	28	0	28	0	6	0	0	2	8160	7440	5	2	2	2
28	28	28	10	6	28	28	28	0	0	0	0	0	10	6	0	2	0	8160	7440	5	2	2	2
0	28	0	10	6	28	0	28	0	6	28	28	0	10	6	3	2	2	8160	7440	5	2	2	2
28	28	28	10	6	28	0	28	10	0	28	0	28	10	6	3	2	2	8160	7440	5	2	2	2
0	0	28	10	6	28	28	28	10	6	0	28	0	10	0	3	0	0	8160	7440	5	2	2	2
0	28	0	10	6	0	28	28	10	6	28	28	28	0	6	3	0	2	8160	7440	5	2	2	2
28	0	28	10	6	28	28	28	0	6	0	28	28	0	6	3	2	2	8160	7440	5	2	2	2
0	28	28	10	0	0	28	28	10	6	0	28	0	10	0	0	2	2	8160	7440	5	2	2	2
28	28	0	10	6	28	28	28	0	6	28	28	0	10	6	3	2	2	8160	7440	5	2	2	2
28	28	28	10	6	28	0	28	10	6	28	28	28	10	0	3	2	2	8160	7440	5	2	2	2
28	28	28	10	6	28	28	28	10	6	28	28	28	10	6	3	2	2	8160	7440	5	2	2	2
28	0	28	10	0	28	0	0	10	0	28	28	28	10	6	3	2	2	8160	7440	5	2	2	2
28	28	28	10	0	28	28	28	10	6	0	28	28	10	0	3	2	2	8160	7440	5	2	2	2
28	28	0	10	0	0	0	0	10	6	0	0	28	0	0	0	0	2	8160	7440	5	2	2	2
0	28	28	0	0	28	28	0	10	6	28	28	28	0	6	0	2	2	8160	7440	5	2	2	2
0	0	28	10	6	28	0	28	10	6	28	28	28	0	0	0	2	2	8160	7440	5	2	2	2
28	28	0	10	6	28	28	28	0	0	28	28	28	10	6	3	0	2	8160	7440	5	2	2	2
0	28	0	10	6	28	28	28	10	0	28	28	28	0	6	3	2	2	8160	7440	5	2	2	2
0	28	28	0	6	28	28	0	0	6	28	0	28	0	6	3	2	0	8160	7440	5	2	2	2
28	28	28	10	6	28	28	28	10	6	28	28	0	10	0	3	0	2	8160	7440	5	2	2	2
0	28	0	10	6	28	28	0	10	6	28	28	28	0	0	0	0	2	8160	7440	5	2	2	2
28	0	0	10	0	28	28	28	10	6	28	28	0	10	6	0	2	2	8160	7440	5	2	2	2
0	28	0	10	0	28	28	28	10	6	0	0	0	10	6	0	2	2	8160	7440	5	2	2	2
0	28	0	10	0	0	0	28	10	6	28	0	0	10	6	3	0	0	8160	7440	5	2	2	2
0	0	0	10	0	0	28	28	10	6	28	0	28	0	0	3	2	0	8160	7440	5	2	2	2
28	0	28	10	6	28	28	28	10	0	28	0	0	10	6	3	2	2	8160	7440	5	2	2	2
28	28	28	10	6	28	0	28	10	0	0	28	28	0	0	0	0	2	8160	7440	5	2	2	2
0	28	28	0	6	28	28	28	10	0	0	28	28	0	6	0	2	2	8160	7440	5	2	2	2
0	0	0	10	6	28	28	0	10	6	28	28	28	10	6	0	2	2	8160	7440	5	2	2	2
28	28	28	10	0	28	28	28	10	0	0	28	0	10	6	0	2	2	8160	7440	5	2	2	2
28	28	0	10	6	28	28	28	10	6	28	28	28	0	6	0	2	2	8160	7440	5	2	2	2
28	28	28	10	6	28	28	28	10	0	28	28	28	10	6	3	2	2	8160	7440	5	2	2	2
28	28	28	0	6	28	0	28	10	6	28	28	0	10	6	3	2	0	8160	7440	5	2	2	2
0	28	28	10	6	28	28	28	10	0	28	28	0	0	0	3	2	2	8160	7440	5	2	2	2
28	28	28	10	6	28	28	28	0	6	0	28	28	0	6	3	2	2	8160	7440	5	2	2	2
28	28	0	0	0	0	28	0	0	6	28	0	28	10	6	0	2	2	8160	7440	5	2	2	2
28	28	0	10	0	0	28	28	0	6	28	28	0	0	6	3	2	2	8160	7440	5	2	2	2
28	28	28	10	6	28	28	0	0	6	28	0	0	10	6	0	2	2	8160	7440	5	2	2	2
0	28	28	10	6	28	28	0	0	6	28	28	28	10	0	0	0	2	8160	7440	5	2	2	2
0	28	28	10	6	28	28	28	0	0	28	28	28	0	6	0	0	2	8160	7440	5	2	2	2
0	28	0	10	6	0	28	28	10	6	28	28	28	10	6	3	0	2	8160	7440	5	2	2	2
28	28	0	10	6	28	28	28	10	6	28	28	0	10	0	3	2	2	8160	7440	5	2	2	2
28	28	28	10	6	28	28	0	0	0	28	28	28	10	0	3	2	2	8160	7440	5	2	2	2
0	28	0	11	0	28	28	28	11	7	0	28	0	11	7	3	0	2	8640	7920	6	2	3	2
28	0	0	11	0	28	28	28	11	7	28	28	28	11	7	0	0	0	8640	7920	6	2	3	2
28	0	28	11	7	28	28	28	11	0	28	0	28	11	7	0	2	2	8640	7920	6	2	3	2
28	28	0	11	7	28	28	28	11	7	28	28	0	11	0	3	0	0	8640	7920	6	2	3	2
28	0	28	11	7	28	0	0	0	7	28	28	28	0	0	0	2	2	8640	7920	6	2	3	2
0	28	28	11	7	0	28	0	11	0	28	0	28	11	0	3	2	2	8640	7920	6	2	3	2
0	0	28	0	7	0	0	28	11	7	28	28	28	11	7	3	2	0	8640	7920	6	2	3	2
28	28	28	11	7	28	28	0	11	0	0	0	28	0	7	0	2	2	8640	7920	6	2	3	2
28	28	28	0	7	28	28	0	0	7	0	28	0	0	7	3	0	2	8640	7920	6	2	3	2
28	28	28	11	0	28	28	28	0	0	28	0	28	11	0	3	2	2	8640	7920	6	2	3	2
28	28	28	6	4	28	28	28	6	4	28	28	0	6	4	2	0	0	5160	4440	5	2	2	3
28	0	28	6	4	0	28	28	0	4	28	0	28	6	4	2	1	1	5160	4440	5	2	2	3
28	28	28	0	4	0	28	0	6	0	28	28	0	6	0	2	0	1	5160	4440	5	2	2	3
0	28	28	6	0	28	28	0	6	0	28	28	28	6	4	0	1	1	5160	4440	5	2	2	3
0	28	28	0	4	0	28	28	6	4	28	0	28	0	4	2	1	1	5160	4440	5	2	2	3
28	0	28	6	4	28	0	28	0	4	0	28	28	0	4	2	1	0	5160	4440	5	2	2	3
28	28	28	0	4	28	0	28	6	0	28	0	28	6	0	2	0	1	5160	4440	5	2	2	3
0	28	28	0	4	28	28	28	0	4	0	28	28	6	4	2	1	0	5160	4440	5	2	2	3
28	0	0	0	0	28	28	28	0	0	28	0	28	0	4	0	0	1	5160	4440	5	2	2	3
28	28	28	6	4	28	0	28	0	4	0	28	28	6	4	2	0	0	5160	4440	5	2	2	3
28	0	28	6	4	28	28	0	6	4	28	28	0	0	4	2	1	1	5160	4440	5	2	2	3
28	0	28	6	0	0	28	0	6	0	0	28	28	6	4	0	1	1	5160	4440	5	2	2	3
28	28	0	0	0	28	28	28	6	4	28	0	28	0	0	2	0	0	5160	4440	5	2	2	3
0	0	28	6	4	28	28	28	0	4	0	0	28	6	4	0	1	0	5160	4440	5	2	2	3
28	28	0	6	4	28	28	28	6	4	28	0	28	6	4	2	1	1	5160	4440	5	2	2	3
0	28	0	5	3	28	0	0	0	3	0	28	28	0	3	0	1	0	3840	3120	5	1	2	1
0	28	28	0	3	28	28	28	0	3	28	28	28	5	3	1	1	1	3840	3120	5	1	2	1
28	28	28	5	3	0	28	28	5	3	0	0	0	5	3	0	1	1	3840	3120	5	1	2	1
28	28	28	5	3	28	28	28	0	0	0	0	28	5	0	1	1	1	3840	3120	5	1	2	1
28	28	28	0	3	28	28	28	0	0	28	28	28	5	3	0	1	1	3840	3120	5	1	2	1
