,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,ナース評価値,最大連勤違反,最小連勤違反,最小連休違反,週末最大違反,休暇希望違反,最大勤務数違反,最大勤務時間違反, 最小勤務時間違反,禁止勤務パターン数,ONリクエスト,OFFリクエスト
K,2,6,6,1,0,0,0,1,6,6,0,3,3,3,6,6,6,1,5,6,6,1,5,6,6,1,3,3,6,6,1,5,6,6,6,6,1,3,6,6,6,6,3,0,0,0,0,0,0,0,0,0,3,0,4,7,1,6,0,3,12480,
L,2,0,6,6,0,0,0,0,0,6,6,0,0,0,6,6,0,0,0,6,6,2,0,6,6,0,0,2,2,6,6,2,0,6,6,2,2,2,2,0,6,6,6,0,0,0,0,0,0,0,0,0,6,0,17,0,9,0,0,0,12480,
M,1,5,6,6,6,1,3,3,4,4,6,6,6,6,2,3,6,6,1,2,3,3,5,6,6,1,3,5,6,6,4,4,6,6,6,1,2,6,6,6,6,6,12,0,0,0,0,0,0,0,0,0,12,0,0,5,3,6,4,3,12480,
N,5,6,6,2,2,2,2,3,6,6,3,5,6,6,6,6,0,0,0,0,0,6,6,0,2,0,6,6,0,0,2,2,6,6,6,0,2,2,0,2,6,6,4,0,0,0,0,0,0,0,0,0,4,0,11,0,10,2,0,2,12480,
O,0,1,4,6,6,0,1,0,1,3,6,6,1,3,6,6,1,3,4,6,6,0,1,2,2,2,6,6,6,6,6,6,6,6,1,0,1,6,6,6,6,6,8,0,0,0,0,0,0,0,0,0,8,0,5,8,3,3,2,0,12240,
P,6,6,3,3,3,3,3,6,6,2,2,3,3,6,6,2,2,3,3,3,6,6,3,3,3,3,6,6,3,3,3,6,6,6,6,6,2,2,4,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,2,0,12240,
Q,0,2,2,0,1,6,6,0,0,5,6,6,1,0,6,6,0,0,5,6,6,6,6,0,5,6,6,6,6,6,6,2,2,2,0,6,6,6,1,0,1,0,7,0,0,0,0,0,0,0,0,0,7,0,11,4,5,0,0,3,12720,
R,2,6,6,0,0,0,0,6,6,0,0,0,6,6,6,0,0,6,6,2,0,2,0,0,6,6,6,6,2,2,2,5,6,6,6,2,5,6,6,0,2,5,6,0,0,0,0,0,0,0,0,0,6,0,13,0,8,0,0,3,12240,
S,6,6,1,2,2,2,2,6,6,6,6,0,1,0,6,6,1,0,1,6,6,1,0,4,6,6,6,6,1,4,6,6,1,4,4,6,6,6,2,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,5,7,5,0,4,0,12240,
T,5,6,6,6,6,1,0,1,6,6,1,2,6,6,3,3,5,6,6,2,2,6,6,1,2,6,6,6,1,0,1,6,6,0,1,6,6,6,1,5,6,6,12,0,0,0,0,0,0,0,0,0,12,0,3,8,4,2,0,3,12240,
U,1,0,1,0,1,6,6,6,6,0,5,6,6,1,3,3,3,6,6,3,3,3,3,3,6,6,1,0,1,5,6,6,6,6,6,6,6,6,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,8,0,2,12720,
V,3,3,3,5,4,6,6,2,2,3,4,4,6,6,6,6,6,3,3,3,3,3,6,6,5,4,6,6,3,5,6,6,6,2,2,2,2,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,4,3,12240,
W,1,3,3,5,6,6,3,3,3,6,6,3,3,3,6,6,1,3,3,6,6,3,3,5,6,6,1,2,5,6,6,6,6,6,6,6,1,3,3,6,6,6,10,0,0,0,0,0,0,0,0,0,10,0,0,4,1,14,0,3,12240,
X,1,3,3,3,5,6,6,1,3,6,6,3,5,6,6,6,1,2,2,3,6,6,4,4,6,6,6,6,6,1,5,6,6,4,4,6,6,1,2,6,6,6,1,0,0,0,0,0,0,0,0,0,1,0,0,5,3,6,4,3,12480,
Y,6,1,0,1,0,1,6,6,1,0,4,4,6,6,1,4,4,6,6,0,0,0,0,6,6,6,0,0,0,0,0,6,6,6,6,6,6,6,2,2,6,6,2,0,0,0,0,0,0,0,0,0,2,0,12,5,2,0,4,0,12720,
Z,0,0,0,3,3,6,6,6,0,3,6,6,6,3,3,3,3,3,6,6,6,3,3,3,3,3,6,6,2,2,2,6,6,3,3,3,3,6,6,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,19,0,0,12480,
AA,0,1,6,6,1,0,1,6,6,6,0,0,0,0,5,6,6,1,0,0,1,6,6,0,1,5,6,6,6,6,1,0,6,6,6,6,1,5,6,6,6,6,15,0,0,0,0,0,0,0,0,0,15,0,10,8,0,0,0,3,12720,
AB,6,2,2,2,2,6,6,2,2,2,2,2,6,6,2,2,2,2,2,6,6,2,2,2,6,6,2,2,2,2,6,6,6,2,2,2,2,6,6,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,12480,
AC,2,4,4,4,4,6,6,0,0,0,0,0,6,6,0,0,6,6,0,2,2,2,5,6,6,2,5,6,6,0,0,6,6,6,0,5,6,6,6,6,6,6,4,0,0,0,0,0,0,0,0,0,4,0,11,0,5,0,4,3,12240,
AD,2,2,2,2,2,6,6,2,2,2,5,6,6,2,2,2,2,5,6,6,6,6,2,2,2,5,6,6,6,2,2,2,2,2,6,6,6,6,6,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,3,12720,
AE,3,3,3,3,6,6,6,1,2,2,2,3,6,6,6,1,3,3,3,3,3,6,6,6,6,6,1,3,3,3,3,6,6,6,6,6,6,6,6,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,14,0,0,11040,
AF,1,3,5,6,6,6,1,3,3,3,3,5,6,6,6,1,3,3,3,6,6,6,6,6,1,3,3,6,6,6,6,1,3,3,5,6,6,6,6,6,6,6,3,0,0,0,0,0,0,0,0,0,3,0,0,5,0,12,0,3,11520,
AG,6,6,1,0,1,3,6,6,6,1,0,6,6,6,1,0,1,6,6,6,0,4,4,4,6,6,6,6,6,6,1,2,2,2,2,2,6,6,6,6,6,6,4,0,0,0,0,0,0,0,0,0,4,0,4,6,5,1,3,0,10920,
AH,3,3,5,6,6,6,3,3,3,3,3,5,6,6,6,6,6,4,4,4,6,6,6,6,0,0,0,0,6,6,6,3,3,6,6,6,2,2,2,6,6,6,8,0,0,0,0,0,0,0,0,0,8,0,4,0,3,9,3,2,10920,
AI,6,6,1,0,0,0,0,0,6,6,6,2,0,1,2,0,6,6,6,1,2,6,6,6,6,6,6,6,6,1,0,6,6,6,6,1,0,0,0,1,6,6,4,0,0,0,0,0,0,0,0,0,4,0,11,6,3,0,0,0,11040,
AJ,6,6,6,1,0,0,1,0,1,6,6,6,1,0,1,2,0,1,6,6,6,1,0,1,0,1,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,18,0,0,0,0,0,0,0,0,0,18,0,7,9,1,0,1,0,10920,
AK,4,4,6,6,6,6,6,6,6,2,2,2,2,2,6,6,6,2,2,2,2,4,6,6,6,2,2,2,2,2,6,6,6,6,6,2,2,2,2,2,6,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,3,0,10920,
AL,6,6,0,1,0,1,2,0,6,6,6,1,0,2,0,0,5,6,6,6,6,6,6,6,6,6,6,1,0,0,5,6,6,6,6,6,1,0,1,6,6,6,15,0,0,0,0,0,0,0,0,0,15,0,9,6,2,0,0,2,11040,
AM,6,2,2,2,2,2,2,6,6,6,2,4,6,6,6,4,4,6,6,6,1,5,6,6,6,6,1,5,6,6,6,1,5,6,6,6,6,2,2,2,6,6,2,0,0,0,0,0,0,0,0,0,2,0,0,3,10,0,3,3,10920,
AN,3,3,3,3,3,3,6,6,6,3,3,3,3,6,6,6,3,5,6,6,6,3,4,4,6,6,6,6,6,6,3,5,6,6,6,6,6,2,2,5,4,6,6,0,0,0,0,0,0,0,0,0,6,0,0,0,2,13,3,3,11160,
AO,3,6,6,6,3,3,4,6,6,6,6,6,3,5,4,6,6,6,0,0,1,6,6,6,6,6,6,6,6,6,6,0,0,0,5,6,6,6,6,6,6,6,9,0,0,0,0,0,0,0,0,0,9,0,5,1,0,4,2,2,7680,
AP,3,6,6,3,3,3,3,5,6,6,6,6,5,4,4,6,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,6,0,0,0,2,8,2,2,7440,
AQ,0,0,0,6,6,2,2,2,2,2,6,6,2,5,6,6,6,6,0,5,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,3,0,0,0,0,0,0,0,0,0,3,0,4,0,6,0,2,2,7440,
AR,6,6,3,3,3,6,6,3,3,3,3,6,6,6,6,6,6,0,0,6,6,6,6,6,1,6,6,1,6,6,6,6,4,6,6,4,6,6,6,6,6,6,14,0,0,0,0,0,0,0,0,0,14,0,2,2,0,7,2,0,6960,
AS,2,2,6,6,6,2,4,4,6,6,1,6,6,6,6,1,6,6,1,6,6,1,6,6,6,6,6,6,2,2,2,6,6,6,6,6,6,6,6,6,6,6,3,0,0,0,0,0,0,0,0,0,3,0,0,4,6,0,2,0,6960,
人数違反,400,0,200,300,300,1000,700,500,700,300,200,0,500,300,300,200,200,0,200,200,100,0,100,0,0,1,200,0,4,7,8,3,2,102,0,7,115,12,12,9,3,5,
e1の勤務人数,8,8,7,7,9,9,6,8,8,5,7,6,5,7,4,6,7,7,8,6,5,3,5,6,4,4,3,4,4,6,3,4,3,4,4,2,1,3,5,7,0,1,
e2の勤務人数,7,4,5,4,5,5,6,4,4,3,2,2,4,3,4,3,5,4,4,2,4,4,3,3,3,3,4,3,3,2,4,3,1,1,2,4,5,1,4,1,1,1,
Dの勤務人数,9,8,7,7,7,6,7,9,6,7,6,5,6,5,7,6,6,6,7,6,6,5,3,5,5,4,3,4,7,8,8,7,6,5,3,7,12,10,10,5,3,3,
Lの勤務人数,8,8,7,7,6,6,6,7,5,8,5,6,6,5,4,5,6,7,5,5,4,7,5,5,4,5,3,3,4,3,4,2,3,3,3,2,1,2,2,1,2,2,
n1の勤務人数,1,2,2,2,3,0,2,1,1,2,2,3,1,2,2,3,3,2,3,2,3,3,3,4,3,2,1,1,2,1,1,1,1,2,2,2,0,0,1,3,1,1,
n2の勤務人数,2,2,2,2,1,0,0,1,0,3,2,3,2,2,1,0,2,3,2,2,1,1,3,2,3,2,1,2,2,2,3,3,2,0,3,1,1,2,1,2,0,1,
e1の必要人数,8,8,7,7,9,9,8,8,8,5,7,6,5,7,4,6,8,7,8,6,5,3,5,6,4,4,3,4,3,2,2,4,3,4,4,1,1,1,3,4,0,1,
e2の必要人数,7,4,5,4,5,5,7,4,4,4,2,2,4,3,4,3,5,4,4,2,4,4,3,3,3,3,4,3,3,2,2,3,1,1,2,3,0,0,2,0,1,1,
Dの必要人数,9,8,7,7,7,9,7,9,6,7,6,5,6,5,7,6,6,6,7,6,6,5,3,5,5,3,3,4,4,5,4,4,4,3,3,2,2,2,2,1,2,0,
Lの必要人数,8,8,7,7,6,7,6,7,5,8,5,6,8,7,4,5,6,7,5,6,5,7,5,5,4,5,4,3,4,3,4,2,3,3,3,2,1,1,2,1,1,1,
n1の必要人数,4,2,3,4,4,3,3,4,4,4,4,3,3,2,3,3,3,2,3,3,3,3,3,4,3,2,2,1,2,1,1,1,1,3,2,2,1,0,1,3,0,1,
n2の必要人数,3,2,3,3,3,3,3,3,4,3,2,3,3,3,3,2,3,3,4,2,1,1,4,2,3,2,1,2,2,2,2,3,2,0,3,1,1,2,1,1,0,0,
