,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,ナース評価値,最大連勤違反,最小連勤違反,最小連休違反,週末最大違反,休暇希望違反,最大勤務数違反,最大勤務時間違反, 最小勤務時間違反,禁止勤務パターン数,ONリクエスト,OFFリクエスト
AF,1,3,5,6,6,6,1,3,3,3,3,3,6,6,6,1,2,3,3,6,6,6,6,6,1,3,3,5,6,6,6,6,3,3,5,6,6,6,6,6,6,6,3,0,0,0,0,0,0,0,0,0,3,0,0,4,1,12,0,3,11280,
AG,6,6,1,0,1,0,6,6,6,1,0,6,6,6,1,0,1,6,6,6,1,4,4,4,6,6,6,6,6,6,1,2,2,2,2,2,6,6,6,6,6,6,4,0,0,0,0,0,0,0,0,0,4,0,4,7,5,0,3,0,11160,
AH,3,3,3,6,6,6,3,3,3,3,3,5,6,6,6,6,6,4,4,4,6,6,6,0,0,0,0,0,6,6,6,0,3,6,6,6,6,2,5,6,6,6,7,0,0,0,0,0,0,0,0,0,7,0,6,0,1,9,3,2,10920,
AI,6,6,1,0,0,0,0,0,6,6,6,2,2,2,2,2,6,6,6,1,2,0,1,0,6,6,6,6,1,2,6,6,6,6,6,6,0,0,0,6,6,6,1,0,0,0,0,0,0,0,0,0,0,1,10,4,7,0,0,0,11040,
AJ,6,6,6,1,0,0,1,0,1,6,6,6,1,0,1,0,0,5,6,6,6,1,2,0,1,5,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,16,0,0,0,0,0,0,0,0,0,16,0,7,7,1,0,1,2,10920,
AK,2,2,4,4,6,6,6,6,2,2,2,2,2,2,6,6,6,2,2,2,2,4,6,6,6,2,2,2,6,6,6,6,6,6,6,2,2,2,2,6,6,6,3,0,0,0,0,0,0,0,0,0,1,2,0,0,19,0,3,0,10920,
AL,6,6,0,1,0,0,2,5,6,6,6,6,0,0,0,0,1,0,6,6,6,6,6,6,6,6,6,1,0,1,5,6,6,6,6,6,1,0,1,6,6,6,15,0,0,0,0,0,0,0,0,0,15,0,10,6,1,0,0,2,11040,
AM,6,1,2,2,2,2,6,6,6,1,2,4,6,6,6,5,4,6,6,6,1,5,4,6,6,6,1,2,6,6,6,1,5,6,6,6,6,6,1,2,6,6,2,0,0,0,0,0,0,0,0,0,2,0,0,6,7,0,3,3,11640,
AN,3,3,3,3,3,3,6,6,6,3,3,3,5,6,6,6,3,3,6,6,6,3,5,4,4,6,6,6,6,3,3,5,6,6,6,6,6,6,6,6,2,4,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,14,3,3,11160,
AO,5,6,6,3,5,4,4,6,6,6,6,6,3,3,6,6,6,6,0,0,3,3,6,6,6,6,6,6,6,6,6,6,0,0,1,6,6,6,6,6,6,6,8,0,0,0,0,0,0,0,0,0,8,0,4,1,0,5,2,2,7680,
AP,3,6,6,3,3,3,3,3,6,6,6,6,3,3,5,6,6,6,2,4,4,6,6,6,6,6,6,6,6,6,6,6,3,3,3,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,6,0,0,0,1,11,2,1,7680,
AQ,6,0,5,6,6,2,2,2,2,2,6,6,5,4,4,6,6,0,0,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,2,2,7440,
AR,6,6,0,3,3,6,6,2,0,0,0,6,6,6,6,6,6,0,0,6,6,6,6,6,1,6,6,1,6,6,6,6,4,6,6,4,6,6,6,6,6,6,14,0,0,0,0,0,0,0,0,0,14,0,6,2,1,2,2,0,6960,
AS,1,2,6,6,1,2,4,4,6,6,2,2,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,2,2,2,6,6,6,6,6,6,6,6,6,6,6,3,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,2,0,6720,
人数違反,400,0,100,100,200,1000,800,500,600,200,200,0,500,300,300,200,100,0,200,100,0,1,0,1,1,1,100,1,3,6,4,2,4,2,0,5,12,11,11,3,4,4,
e1の勤務人数,8,8,7,7,9,7,6,6,8,5,7,6,5,7,4,6,8,7,8,6,5,4,5,7,5,5,3,4,6,4,6,4,3,4,4,2,2,5,7,5,1,1,
e2の勤務人数,7,4,5,4,4,5,6,4,4,4,2,2,4,3,4,3,5,4,4,2,4,4,3,3,3,3,4,3,3,2,2,3,1,1,2,4,4,1,7,0,1,1,
Dの勤務人数,9,8,7,7,7,8,7,9,6,7,6,5,6,5,7,6,6,6,7,6,6,5,3,5,5,3,3,5,4,8,4,6,8,5,3,5,9,6,4,3,5,3,
Lの勤務人数,8,8,7,7,6,5,5,7,5,8,5,6,6,7,4,5,6,7,5,6,5,7,5,5,4,5,4,3,4,4,4,2,3,3,3,2,1,2,2,1,1,1,
n1の勤務人数,1,2,3,4,4,1,2,1,1,2,2,3,0,2,1,2,3,2,3,3,3,3,3,4,3,2,1,1,2,1,1,1,1,3,2,2,1,1,1,3,0,1,
n2の勤務人数,2,2,2,2,2,0,0,3,1,3,2,3,3,0,2,1,2,3,2,1,1,1,4,2,3,2,1,2,2,2,2,3,2,0,3,1,1,2,1,1,0,1,
e1の必要人数,8,8,7,7,9,9,8,8,8,5,7,6,5,7,4,6,8,7,8,6,5,3,5,6,4,4,3,4,3,2,2,4,3,4,4,1,1,1,3,4,0,1,
e2の必要人数,7,4,5,4,5,5,7,4,4,4,2,2,4,3,4,3,5,4,4,2,4,4,3,3,3,3,4,3,3,2,2,3,1,1,2,3,0,0,2,0,1,1,
Dの必要人数,9,8,7,7,7,9,7,9,6,7,6,5,6,5,7,6,6,6,7,6,6,5,3,5,5,3,3,4,4,5,4,4,4,3,3,2,2,2,2,1,2,0,
Lの必要人数,8,8,7,7,6,7,6,7,5,8,5,6,8,7,4,5,6,7,5,6,5,7,5,5,4,5,4,3,4,3,4,2,3,3,3,2,1,1,2,1,1,1,
n1の必要人数,4,2,3,4,4,3,3,4,4,4,4,3,3,2,3,3,3,2,3,3,3,3,3,4,3,2,2,1,2,1,1,1,1,3,2,2,1,0,1,3,0,1,
n2の必要人数,3,2,3,3,3,3,3,3,4,3,2,3,3,3,3,2,3,3,4,2,1,1,4,2,3,2,1,2,2,2,2,3,2,0,3,1,1,2,1,1,0,0,
