,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,ナース評価値,最大連勤違反,最小連勤違反,最小連休違反,週末最大違反,休暇希望違反,最大勤務数違反,最大勤務時間違反, 最小勤務時間違反,禁止勤務パターン数,ONリクエスト,OFFリクエスト
M,2,3,3,1,1,1,2,3,3,1,1,1,2,2,3,3,2,2,2,3,3,2,2,2,2,2,3,3,1,2,2,2,2,3,3,2,2,2,3,3,3,3,2,2,2,2,2,3,3,2,2,2,3,3,3,1,1,1,1,3,3,2,2,2,3,3,3,1,1,2,3,3,2,2,2,3,3,2,2,2,3,3,2,2,9,0,0,0,0,0,0,0,0,0,9,0,0,13,39,24960,
N,3,3,0,0,0,1,2,3,3,0,0,0,0,0,3,3,0,0,0,0,2,3,3,3,1,1,1,1,2,3,3,0,1,3,3,0,0,0,0,0,3,3,0,1,1,3,3,0,0,0,0,0,3,3,3,3,3,0,0,0,0,3,3,2,2,2,2,2,3,3,3,3,0,0,1,1,1,3,3,0,1,2,3,3,3,0,0,0,0,0,0,0,0,0,3,0,31,12,9,24960,
O,3,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,1,1,1,3,3,0,0,1,3,3,0,0,0,3,3,0,0,0,0,1,3,3,0,0,0,0,0,3,3,0,0,0,1,3,3,3,3,3,3,3,0,0,1,1,1,3,3,1,1,3,3,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,10,0,41,11,0,24960,
P,0,0,1,2,2,3,3,3,3,0,0,1,2,2,3,3,1,1,1,3,3,0,2,2,2,2,3,3,0,2,2,2,3,3,3,0,0,0,0,0,3,3,0,0,0,1,3,3,0,1,3,3,0,1,1,1,2,3,3,3,1,1,2,2,2,3,3,0,0,0,3,3,3,3,1,2,2,2,3,3,0,0,3,3,12,0,0,0,0,0,0,0,0,0,12,0,21,13,18,24960,
Q,2,2,2,2,2,3,3,0,0,2,2,2,3,3,2,2,2,2,2,3,3,0,0,2,3,3,0,0,3,3,0,0,0,2,2,3,3,0,2,2,2,2,3,3,2,2,2,3,3,2,2,2,2,3,3,3,3,3,2,2,2,2,2,3,3,3,3,0,0,0,0,0,3,3,3,2,2,2,3,3,0,0,3,3,4,0,0,0,0,0,0,0,0,0,4,0,17,0,35,24960,
R,0,0,2,2,2,3,3,3,0,0,0,0,3,3,1,1,2,2,2,3,3,0,0,1,2,2,3,3,3,3,3,3,3,3,0,0,0,0,0,3,3,3,0,0,0,0,1,3,3,1,1,3,3,0,0,2,3,3,0,0,0,0,0,3,3,0,0,3,3,1,2,2,3,3,0,0,0,0,0,3,3,0,1,1,6,0,0,0,0,0,0,0,0,0,6,0,32,9,11,24960,
S,3,1,1,1,1,3,3,1,1,1,3,3,1,1,3,3,1,1,1,1,3,3,1,1,1,1,3,3,1,1,1,3,3,3,3,3,3,3,3,1,1,1,1,3,3,1,1,1,1,3,3,1,1,1,1,3,3,1,1,1,1,3,3,3,1,1,1,1,3,3,3,1,1,1,1,3,3,1,1,3,3,1,1,1,8,0,0,0,0,0,0,0,0,0,8,0,0,49,0,23520,
T,1,1,1,3,3,1,1,1,3,3,0,0,3,3,3,1,1,1,1,3,3,0,1,3,3,0,0,3,3,0,0,1,3,3,0,1,1,1,3,3,3,3,1,1,1,1,3,3,3,0,0,0,3,3,3,3,0,0,0,0,3,3,3,0,0,1,1,3,3,1,1,1,3,3,0,1,1,1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,22,27,0,23520,
U,1,2,2,3,3,0,0,0,1,3,3,3,3,3,0,0,1,3,3,2,2,3,3,0,0,1,3,3,0,0,0,1,3,3,0,1,1,1,3,3,1,1,1,3,3,0,0,3,3,3,3,0,0,0,3,3,0,0,0,0,3,3,3,3,0,0,0,0,3,3,1,1,2,3,3,0,2,2,2,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,15,0,28,13,8,23520,
V,2,2,2,2,3,3,2,2,2,2,3,3,2,2,2,2,3,3,1,1,1,1,3,3,2,2,3,3,1,1,1,1,3,3,3,3,1,2,2,2,3,3,2,2,2,2,3,3,3,3,3,3,3,2,2,2,3,3,1,2,2,3,3,2,2,2,3,3,2,2,2,2,3,3,1,2,2,3,3,1,1,2,3,3,5,0,0,0,0,0,0,0,0,0,5,0,0,13,36,23520,
人数違反,3,3,3,1,2,200,500,2,1,0,0,0,100,100,0,0,2,4,4,400,200,4,0,1,200,3,300,0,100,0,0,0,0,700,500,0,1,0,0,0,600,300,0,0,0,3,0,200,200,2,100,1,200,0,300,500,0,0,2,1,2,400,0,4,4,2,1,6,600,200,4,9,1,1,4,300,300,1,4,2,0,3,0,0,
Eの勤務人数,8,7,5,6,7,5,3,7,5,6,7,7,3,2,5,5,5,5,3,4,3,7,3,4,5,5,4,3,6,5,5,6,5,3,5,6,6,7,5,4,2,3,7,5,6,5,6,5,4,6,6,6,5,6,5,3,7,7,6,7,5,5,5,5,5,6,6,5,3,4,7,5,5,6,6,5,3,5,4,5,5,7,6,4,
Dの勤務人数,4,4,4,3,4,3,2,4,4,3,4,4,2,3,3,2,5,4,6,4,3,4,3,4,5,5,5,3,4,3,3,4,3,1,3,4,4,4,4,4,3,2,5,5,3,6,3,2,3,4,3,3,2,2,2,2,2,3,4,2,4,1,1,5,6,4,4,6,3,4,5,6,4,3,6,2,2,4,3,3,2,2,3,3,
Lの勤務人数,6,7,7,8,6,1,5,5,4,6,5,6,5,6,5,5,6,5,7,2,4,5,7,6,5,7,2,4,6,5,5,5,4,2,2,5,5,5,5,6,3,3,6,5,5,5,5,2,3,5,5,4,6,5,3,4,5,4,6,7,5,3,4,5,5,5,4,4,1,3,5,6,7,5,4,3,5,6,7,6,5,6,5,7,
Eの必要人数,5,5,5,6,7,5,5,5,5,6,7,7,4,3,5,5,5,4,3,5,3,5,3,4,7,5,4,3,6,5,5,6,5,5,7,6,6,7,5,4,4,5,7,5,6,5,6,5,4,5,6,5,5,6,5,5,7,7,6,7,5,5,5,5,5,6,6,4,6,5,7,3,5,5,5,5,5,5,4,4,5,5,6,4,
Dの必要人数,4,3,3,3,3,3,3,4,3,3,4,4,2,3,3,2,3,2,2,4,3,2,3,3,5,3,5,3,4,3,3,4,3,3,3,4,3,4,4,4,4,3,5,5,3,3,3,2,3,3,4,3,3,2,3,3,2,3,2,1,2,1,1,1,2,2,4,1,3,4,2,1,3,3,3,3,3,3,1,3,2,2,3,3,
Lの必要人数,6,7,5,7,5,3,7,5,4,6,5,6,5,6,5,5,6,4,7,5,6,5,7,6,5,6,5,4,7,5,5,5,4,5,5,5,5,5,5,6,6,3,6,5,5,5,5,4,5,5,5,4,7,5,5,6,5,4,6,7,5,7,4,5,5,5,3,4,4,4,4,4,7,5,4,5,5,6,5,5,5,5,5,7,
