,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,ナース評価値,最大連勤違反,最小連勤違反,最小連休違反,週末最大違反,休暇希望違反,最大勤務数違反,最大勤務時間違反, 最小勤務時間違反,禁止勤務パターン数,ONリクエスト,OFFリクエスト
N,3,3,0,0,0,3,3,3,3,0,0,0,0,0,3,3,0,0,0,0,0,3,3,3,0,1,1,1,2,3,3,0,0,3,3,0,0,0,0,2,3,3,0,0,2,3,3,0,0,1,1,1,3,3,3,3,0,0,2,2,2,3,3,2,2,2,2,2,3,3,3,3,3,1,1,1,1,1,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,30,11,11,24960,
O,3,0,0,0,0,3,3,0,0,0,0,0,3,3,1,1,1,1,1,3,3,0,0,0,0,3,3,3,3,3,0,0,0,0,0,3,3,3,0,0,0,0,0,3,3,0,0,0,0,3,3,3,3,3,3,3,0,0,1,1,1,3,3,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,4,0,44,8,0,24960,
P,0,1,1,1,2,3,3,0,0,1,1,1,3,3,3,0,0,1,1,1,3,3,2,2,2,2,3,3,2,2,2,2,3,3,3,0,0,0,3,3,0,0,0,1,3,3,1,1,1,2,3,3,0,0,1,1,2,3,3,3,0,0,2,2,3,3,0,0,2,2,3,3,3,3,3,3,3,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,0,22,15,15,24960,
Q,0,0,3,3,0,0,0,2,2,3,3,2,2,2,2,3,3,0,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,3,3,3,0,2,2,2,2,3,3,0,0,0,0,3,3,0,2,2,2,3,3,3,3,3,2,2,2,3,3,0,0,0,3,3,0,0,0,0,0,3,3,0,0,2,3,3,0,0,3,3,3,0,0,0,0,0,0,0,0,0,3,0,35,0,17,24960,
R,3,1,2,2,2,2,3,3,0,0,0,0,0,3,3,0,0,0,2,3,3,0,2,2,2,2,3,3,3,3,3,3,3,3,3,0,0,0,1,1,3,3,0,0,0,3,3,1,1,1,3,3,2,2,2,2,3,3,0,0,0,0,0,3,3,0,0,0,0,0,3,3,0,0,0,3,3,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,6,0,33,6,13,24960,
S,1,1,1,3,3,1,1,1,1,3,3,1,1,1,1,3,3,1,1,1,1,3,3,1,1,1,3,3,1,1,1,3,3,3,3,3,3,3,3,1,1,1,1,3,3,1,1,3,3,3,1,1,1,1,3,3,1,1,1,1,3,3,3,3,1,1,1,1,3,3,1,1,1,3,3,1,1,1,1,3,3,1,1,1,7,0,0,0,0,0,0,0,0,0,7,0,0,49,0,23520,
T,1,3,3,0,0,1,1,3,3,0,0,0,3,3,0,1,1,1,3,3,3,1,1,3,3,0,1,1,3,3,1,1,3,3,3,1,1,1,1,3,3,3,0,0,0,3,3,0,0,0,0,3,3,3,3,3,0,0,0,0,3,3,3,0,0,1,3,3,1,1,1,1,3,3,1,1,1,1,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22,27,0,23520,
U,2,2,2,3,3,0,0,2,2,3,3,3,3,3,0,0,2,2,3,3,3,0,2,2,2,3,3,3,0,0,0,3,3,1,1,1,3,3,1,1,2,2,3,3,0,0,0,3,3,3,3,0,0,0,3,3,0,0,0,0,3,3,3,1,2,3,3,0,1,1,1,3,3,0,0,2,2,3,3,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,24,9,16,23520,
V,2,2,2,2,3,3,2,2,2,2,3,3,2,2,2,2,3,3,1,1,1,1,3,3,1,1,1,1,3,3,1,1,1,3,3,1,1,1,2,3,3,3,2,2,2,2,3,3,3,3,3,3,3,1,1,1,2,3,3,2,2,3,3,2,2,3,3,2,2,2,3,3,1,1,1,3,3,3,1,1,1,1,3,3,8,0,0,0,0,0,0,0,0,0,8,0,0,24,25,23520,
人数違反,2,1,2,0,0,0,500,0,1,0,0,0,0,100,1,1,0,4,2,200,100,2,0,1,0,2,600,200,0,0,2,0,0,700,900,0,0,100,0,0,400,200,0,0,0,0,0,0,100,3,0,0,200,2,400,600,1,0,2,2,2,300,0,4,3,3,0,5,0,0,2,5,0,0,4,0,0,1,2,2,3,5,0,0,
Eの勤務人数,6,5,5,6,7,5,4,5,6,6,7,7,4,2,5,5,5,4,3,3,3,5,3,4,7,5,3,3,6,5,5,6,5,1,1,6,6,6,5,4,4,3,7,5,6,5,6,5,4,7,6,5,5,6,2,1,7,7,6,7,5,5,5,5,5,6,6,5,6,5,7,4,5,5,5,5,5,5,4,6,8,7,6,4,
Dの勤務人数,5,4,3,3,3,3,3,4,3,3,4,4,2,3,3,3,3,4,4,4,3,4,3,4,5,5,3,3,4,3,5,4,3,3,2,4,3,4,4,4,4,3,5,5,3,3,3,2,3,3,4,3,1,2,2,3,3,3,4,3,2,1,1,4,5,5,4,4,3,4,4,3,3,3,5,3,3,4,3,3,2,4,3,3,
Lの勤務人数,6,7,7,7,5,3,3,5,4,6,5,6,5,6,6,5,6,6,7,5,5,5,7,6,5,6,2,2,7,5,5,5,4,2,3,5,5,5,5,6,2,3,6,5,5,5,5,4,4,6,5,4,7,7,5,4,5,4,6,7,7,4,4,6,5,5,3,5,4,4,4,6,7,5,6,5,5,6,5,5,5,6,5,7,
Eの必要人数,5,5,5,6,7,5,5,5,5,6,7,7,4,3,5,5,5,4,3,5,3,5,3,4,7,5,4,3,6,5,5,6,5,5,7,6,6,7,5,4,4,5,7,5,6,5,6,5,4,5,6,5,5,6,5,5,7,7,6,7,5,5,5,5,5,6,6,4,6,5,7,3,5,5,5,5,5,5,4,4,5,5,6,4,
Dの必要人数,4,3,3,3,3,3,3,4,3,3,4,4,2,3,3,2,3,2,2,4,3,2,3,3,5,3,5,3,4,3,3,4,3,3,3,4,3,4,4,4,4,3,5,5,3,3,3,2,3,3,4,3,3,2,3,3,2,3,2,1,2,1,1,1,2,2,4,1,3,4,2,1,3,3,3,3,3,3,1,3,2,2,3,3,
Lの必要人数,6,7,5,7,5,3,7,5,4,6,5,6,5,6,5,5,6,4,7,5,6,5,7,6,5,6,5,4,7,5,5,5,4,5,5,5,5,5,5,6,6,3,6,5,5,5,5,4,5,5,5,4,7,5,5,6,5,4,6,7,5,7,4,5,5,5,3,4,4,4,4,4,7,5,4,5,5,6,5,5,5,5,5,7,
