回数,計算時間,評価値,最大連勤違反,最小連勤違反,最小連休違反,週末最大違反,休暇希望違反,最大勤務数違反,最大勤務時間違反, 最小勤務時間違反,禁止勤務パターン数,ONリクエスト,OFFリクエスト,人数違反
0,16.302000,2222,0,0,0,0,0,0,0,0,0,16,2,2204,
0,16.942000,2222,0,0,0,0,0,0,0,0,0,16,2,2204,
0,17.590000,2222,0,0,0,0,0,0,0,0,0,16,2,2204,
0,18.234000,2222,0,0,0,0,0,0,0,0,0,16,2,2204,
0,18.885000,2222,0,0,0,0,0,0,0,0,0,16,2,2204,
0,19.527000,2219,0,0,0,0,0,0,0,0,0,14,2,2203,
0,20.177000,2219,0,0,0,0,0,0,0,0,0,14,2,2203,
0,20.822000,2219,0,0,0,0,0,0,0,0,0,14,2,2203,
0,21.470000,2219,0,0,0,0,0,0,0,0,0,14,2,2203,
0,22.112000,2219,0,0,0,0,0,0,0,0,0,14,2,2203,
0,22.757000,2219,0,0,0,0,0,0,0,0,0,14,2,2203,
0,23.401000,2219,0,0,0,0,0,0,0,0,0,14,2,2203,
0,24.047000,2219,0,0,0,0,0,0,0,0,0,14,2,2203,
0,24.693000,2219,0,0,0,0,0,0,0,0,0,14,2,2203,
0,25.342000,2219,0,0,0,0,0,0,0,0,0,14,2,2203,
0,25.990000,2219,0,0,0,0,0,0,0,0,0,14,2,2203,
0,26.631000,2219,0,0,0,0,0,0,0,0,0,14,2,2203,
0,27.278000,2219,0,0,0,0,0,0,0,0,0,14,2,2203,
0,27.932000,2219,0,0,0,0,0,0,0,0,0,14,2,2203,
0,28.591000,2219,0,0,0,0,0,0,0,0,0,14,2,2203,
0,29.242000,2219,0,0,0,0,0,0,0,0,0,14,2,2203,
0,29.897000,2218,0,0,0,0,0,0,0,0,0,14,2,2202,
0,30.548000,2218,0,0,0,0,0,0,0,0,0,14,2,2202,
0,31.208000,2218,0,0,0,0,0,0,0,0,0,14,2,2202,
0,31.861000,2218,0,0,0,0,0,0,0,0,0,14,2,2202,
0,32.518000,2218,0,0,0,0,0,0,0,0,0,14,2,2202,
0,33.178000,2218,0,0,0,0,0,0,0,0,0,14,2,2202,
0,33.826000,2218,0,0,0,0,0,0,0,0,0,14,2,2202,
0,34.489000,2218,0,0,0,0,0,0,0,0,0,14,2,2202,
0,35.145000,2218,0,0,0,0,0,0,0,0,0,14,2,2202,
0,35.800000,2218,0,0,0,0,0,0,0,0,0,14,2,2202,
0,36.483000,2218,0,0,0,0,0,0,0,0,0,14,2,2202,
0,37.153000,2124,0,0,0,0,0,0,0,0,0,17,4,2103,
0,37.799000,2024,0,0,0,0,0,0,0,0,0,19,4,2001,
0,38.451000,1923,0,0,0,0,0,0,0,0,0,19,3,1901,
0,39.099000,1923,0,0,0,0,0,0,0,0,0,19,3,1901,
0,39.748000,1923,0,0,0,0,0,0,0,0,0,19,3,1901,
0,40.395000,1923,0,0,0,0,0,0,0,0,0,19,3,1901,
0,41.045000,1923,0,0,0,0,0,0,0,0,0,19,3,1901,
0,41.712000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,42.358000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,43.007000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,43.649000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,44.297000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,44.940000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,45.590000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,46.243000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,46.896000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,47.547000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,48.196000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,48.858000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,49.507000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,50.159000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,50.806000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,51.457000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,52.100000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,52.753000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,53.398000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,54.058000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,54.702000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,55.352000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,56.002000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,56.652000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,57.305000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,57.950000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,58.605000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,59.250000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,59.899000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,60.539000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,61.193000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,61.839000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,62.512000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,63.170000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,63.828000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,64.495000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,65.192000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,65.903000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,66.577000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,67.242000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,67.890000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,68.558000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,69.206000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,69.861000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,70.508000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,71.163000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,71.811000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,72.463000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,73.113000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,73.760000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,74.450000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,75.175000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,75.839000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,76.495000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,77.170000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,77.825000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,78.491000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,79.150000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,79.821000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,80.490000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,81.287000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,82.064000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,83.154000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,84.120000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,84.874000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,85.536000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,86.232000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,86.941000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,87.622000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,88.302000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,89.000000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,89.731000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,90.600000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,91.375000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,92.058000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,92.770000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,93.431000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,94.147000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,94.824000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,95.529000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,96.237000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,96.893000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,97.553000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,98.254000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,98.923000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,99.588000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,100.243000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,100.914000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,101.435000,1832,0,0,0,0,0,0,0,0,0,23,5,1804,
0,103.080000,1830,0,0,0,0,0,0,0,0,0,23,5,1802,
0,104.676000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,106.313000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,107.961000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,109.553000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,111.154000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,112.750000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,114.408000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,116.084000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,117.876000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,119.614000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,121.203000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,122.808000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,124.415000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,126.056000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,127.749000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,129.429000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,131.066000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,132.729000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,134.350000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,135.974000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,137.744000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,139.381000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,141.010000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,142.785000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,144.528000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,146.225000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,147.870000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,149.466000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,151.081000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,152.697000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,154.273000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,155.852000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,157.426000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,159.009000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,160.610000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,162.253000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,163.715000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,166.225000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,168.840000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,171.431000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,173.942000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,176.363000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,178.799000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,181.230000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,183.661000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,186.081000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,188.593000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,191.174000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,193.824000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,196.274000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,198.835000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,201.359000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,203.763000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,206.332000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,208.951000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,211.384000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,213.806000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,216.210000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,218.636000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,221.041000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,223.519000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,223.716000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,223.719000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,223.725000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
0,223.727000,1828,0,0,0,0,0,0,0,0,0,23,2,1803,
