,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,ナース評価値,最大連勤違反,最小連勤違反,最小連休違反,週末最大違反,休暇希望違反,最大勤務数違反,最大勤務時間違反, 最小勤務時間違反,禁止勤務パターン数,ONリクエスト,OFFリクエスト
K,1,1,1,5,5,5,5,1,1,5,5,1,1,1,5,5,4,4,4,4,4,5,5,1,1,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,8280,
L,0,0,0,5,5,0,0,5,5,5,5,0,0,0,2,5,5,1,1,5,5,2,2,2,1,3,5,5,6,0,0,0,0,0,0,0,0,0,6,0,8,3,4,1,0,7680,
M,0,5,5,5,5,0,3,3,3,5,5,3,3,3,3,5,5,1,1,5,5,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,0,0,4,0,7,2,0,7,0,7680,
N,3,3,3,3,3,5,5,3,3,3,3,5,5,5,3,3,5,5,3,3,3,5,5,5,3,3,3,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,18,0,8640,
O,3,3,3,3,3,5,5,5,5,5,0,0,5,5,0,0,0,5,5,2,2,2,2,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,5,0,8160,
P,4,5,5,3,3,5,5,2,2,5,5,0,3,3,5,5,0,0,0,5,5,1,4,4,5,5,0,0,3,0,0,0,0,0,0,0,0,0,3,0,6,1,2,4,3,8040,
Q,5,5,0,0,0,0,1,5,5,0,0,5,5,5,2,2,2,2,1,5,5,5,2,1,5,5,1,1,6,0,0,0,0,0,0,0,0,0,6,0,6,5,5,0,0,7680,
R,1,2,2,2,5,5,5,0,0,5,5,0,1,2,4,5,5,0,0,5,5,5,0,2,5,5,1,4,6,0,0,0,0,0,0,0,0,0,6,0,6,3,5,0,2,7920,
S,5,1,1,5,5,5,5,0,1,1,1,5,5,5,1,1,1,5,5,0,0,3,5,5,0,1,3,3,5,0,0,0,0,0,0,0,0,0,5,0,4,9,0,3,0,7680,
T,2,3,3,3,3,5,5,5,5,5,2,2,3,3,3,5,5,5,2,2,3,3,5,5,3,3,5,5,2,0,0,0,0,0,0,0,0,0,2,0,0,0,5,11,0,7680,
U,2,5,5,0,0,0,0,5,5,3,3,3,3,3,5,5,5,2,2,5,5,5,0,2,2,2,5,5,3,0,0,0,0,0,0,0,0,0,3,0,5,0,6,5,0,7680,
V,0,5,5,3,3,3,3,3,5,5,1,1,5,5,5,2,2,2,2,5,5,5,1,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,6,0,7680,
W,5,2,2,4,4,5,5,0,2,5,5,5,0,0,1,1,4,5,5,0,0,0,1,5,5,5,5,5,6,0,0,0,0,0,0,0,0,0,6,0,6,3,3,0,3,7560,
X,5,5,1,1,1,5,5,0,0,0,0,5,5,5,0,0,0,5,5,0,0,1,1,5,5,0,1,5,6,0,0,0,0,0,0,0,0,0,6,0,10,6,0,0,0,7680,
Y,0,1,5,5,1,3,5,5,0,0,3,3,5,5,2,3,5,5,0,1,1,3,5,5,0,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,5,0,7680,
Z,5,5,5,0,2,1,2,1,5,5,2,2,5,5,0,0,0,0,0,5,5,2,1,5,5,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,2,0,7680,
AA,1,1,3,3,5,5,5,5,5,1,1,1,1,3,5,5,3,3,3,5,5,5,3,3,5,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,7680,
AB,5,5,0,4,5,5,5,1,1,2,5,5,2,2,1,1,2,5,5,2,1,2,4,4,5,5,5,5,2,0,0,0,0,0,0,0,0,0,2,0,1,5,6,0,3,7560,
AC,5,1,4,5,5,5,5,0,0,1,3,4,5,5,3,3,5,5,1,1,3,3,5,5,0,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,2,7920,
AD,5,2,2,5,5,0,0,2,5,5,2,2,5,5,0,2,3,3,3,5,5,0,0,5,5,0,2,2,4,0,0,0,0,0,0,0,0,0,4,0,6,0,8,3,0,8160,
AE,5,5,1,1,1,5,5,2,2,1,5,5,2,2,5,5,3,3,3,5,5,2,3,5,5,2,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,4,8,4,0,7680,
AF,5,0,0,0,2,3,5,5,0,0,5,5,2,2,3,3,3,5,5,5,5,2,2,3,3,3,5,5,6,0,0,0,0,0,0,0,0,0,6,0,5,0,5,7,0,8160,
AG,0,0,0,0,0,5,5,5,5,5,0,0,0,0,5,5,5,5,0,0,0,0,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,7200,
AH,3,5,5,5,0,3,3,3,5,5,2,2,2,3,3,5,5,0,0,5,5,5,0,2,2,2,5,5,6,0,0,0,0,0,0,0,0,0,6,0,4,0,6,6,0,7680,
AI,0,5,5,5,5,0,0,3,4,5,5,0,3,3,5,5,3,3,3,5,5,3,3,3,4,5,5,5,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,9,2,7440,
AJ,5,5,2,2,2,1,1,5,5,0,2,2,5,5,5,5,5,1,2,1,2,4,5,5,3,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,1,2,7440,
AK,2,2,5,5,0,2,2,2,5,5,0,0,5,5,2,3,3,5,5,5,5,1,3,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,6,3,0,7680,
AL,2,2,1,5,5,5,5,1,3,5,5,1,1,1,3,5,5,1,1,5,5,3,4,5,5,2,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,7,5,3,1,7800,
AM,5,0,0,0,5,5,5,0,4,5,5,5,5,5,0,0,0,5,5,4,4,5,5,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,3,7080,
AN,0,5,5,1,1,5,5,5,0,2,5,5,3,3,5,5,0,0,0,5,5,0,0,0,5,5,1,1,5,0,0,0,0,0,0,0,0,0,5,0,8,4,1,2,0,7200,
人数違反,0,0,0,0,1,500,1100,0,300,0,0,0,500,800,0,0,0,0,0,800,1000,0,100,0,0,0,300,300,
Eの勤務人数,7,5,6,6,6,7,4,6,6,6,5,7,5,5,8,7,9,6,7,4,4,6,6,4,8,7,7,5,
d1の勤務人数,3,5,5,4,5,3,2,5,4,5,5,5,5,3,6,5,4,5,6,5,5,5,5,5,3,5,6,5,
d2の勤務人数,6,6,5,3,4,2,4,5,5,3,5,5,4,4,5,5,5,5,5,4,2,6,6,7,3,5,4,4,
Lの勤務人数,7,6,6,7,6,5,4,6,5,5,6,6,6,8,7,6,7,6,7,1,4,7,6,6,7,7,6,6,
Nの勤務人数,1,2,2,2,2,3,2,2,4,1,1,1,0,0,2,1,3,1,2,2,2,1,3,2,1,2,0,1,
Eの必要人数,7,5,6,6,6,7,6,6,8,6,5,7,5,7,8,7,9,6,7,6,7,6,6,4,8,7,7,7,
d1の必要人数,3,5,5,4,5,5,6,5,5,5,5,5,5,5,6,5,4,5,6,5,5,5,6,5,3,5,6,6,
d2の必要人数,6,6,5,3,4,4,7,5,5,3,5,5,5,7,5,5,5,5,5,5,6,6,6,7,3,5,4,4,
Lの必要人数,7,6,6,7,6,6,5,6,5,5,6,6,7,8,7,6,7,6,7,5,7,7,6,6,7,7,7,6,
Nの必要人数,1,2,2,2,1,3,3,2,4,1,1,1,3,1,2,1,3,1,2,3,2,1,3,2,1,2,2,1,
